shortsnumberplacementcode,shortsnumbercolorprimg,teamcolorsecb,shortsrenderingdetailmaptype,jerseyfrontnumberplacementcode,jerseynumbercolorsecr,jerseynumbercolorprimr,jerseynumbercolorprimg,shortsnumbercolorsecb,teamcolorprimg,shortsnumbercolorterb,shortsnumbercolorprimr,numberfonttype,teamcolortertb,jerseynumbercolorterg,shortsnumbercolorprimb,jerseynamefonttype,jerseynamelayouttype,jerseynumbercolorterr,jerseynumbercolorprimb,jerseyshapestyle,jerseybacknameplacementcode,teamcolorprimr,jerseynamecolorg,teamcolorsecg,shortsnumbercolorsecg,teamcolortertr,jerseynumbercolorsecg,renderingmaterialtype,shortsnumbercolorterr,teamcolorsecr,jerseycollargeometrytype,shortsnumbercolorterg,jerseynamecolorr,teamcolorprimb,jerseyrenderingdetailmaptype,shortsnumberfonttype,jerseynumbercolorsecb,jerseynamecolorb,jerseynumbercolorterb,teamcolortertg,shortsnumbercolorsecr,jerseybacknamefontcase,teamkittypetechid,powid,isinheritbasedetailmap,islocked,teamkitid,teamcolorprimpercent,teamcolorsecpercent,year,teamtechid,isembargoed,hasadvertisingkit,dlc,teamcolortertpercent,shortstyle,jerseyfit
1,151,142,0,0,220,27,151,220,22,220,27,105,22,220,252,55,1,220,252,0,1,20,151,82,220,17,220,0,220,14,11,220,27,26,0,105,220,252,220,19,220,0,3,-1,0,0,2782,79,17,0,242,0,1,0,86,0,0
1,119,228,0,0,220,0,119,220,228,220,0,114,226,220,144,55,1,220,144,0,1,228,119,228,220,226,220,0,220,228,7,220,0,228,0,114,220,144,220,226,220,0,0,-1,0,0,1497,96,96,0,243,0,0,0,91,0,0
1,12,229,0,0,209,12,12,48,229,48,12,51,226,163,12,5,0,209,12,0,1,229,12,229,163,226,163,0,209,229,7,163,12,229,0,51,48,12,48,226,209,0,0,-1,0,0,8361,98,98,2004,243,1,0,0,96,0,0
1,220,163,0,0,12,220,220,12,25,12,220,114,21,12,220,55,1,12,220,0,1,25,220,169,12,21,12,0,12,0,0,12,220,25,0,114,12,220,12,21,12,0,1,-1,0,0,1498,88,9,0,243,0,0,0,97,0,0
1,220,92,0,0,77,220,220,77,111,77,220,114,80,77,220,55,1,77,220,0,1,98,220,111,77,85,77,0,77,98,7,77,220,92,0,114,77,220,77,96,77,0,2,-1,0,0,1499,94,94,0,243,0,0,0,98,0,0
1,220,127,0,0,25,220,220,89,102,89,220,114,75,72,220,55,1,25,220,0,1,1,220,102,72,23,72,0,25,1,0,72,220,127,0,114,89,220,89,59,25,0,3,-1,0,0,1500,94,94,0,243,0,0,0,99,0,0
1,220,129,0,0,220,28,54,129,230,129,220,105,156,220,220,55,1,220,129,0,1,230,54,54,54,24,220,0,28,28,7,54,28,230,0,105,220,129,220,52,28,0,0,-1,0,0,1501,91,7,0,244,0,1,0,86,0,0
1,196,164,0,0,130,130,196,29,15,29,130,105,24,15,246,55,1,130,246,0,1,130,196,123,15,109,15,0,130,83,17,15,130,29,0,105,29,246,29,12,130,0,1,-1,0,0,1502,90,8,0,244,0,1,0,88,0,0
1,220,30,0,0,12,220,220,12,30,12,220,105,25,12,220,55,1,12,220,0,1,30,220,30,12,25,12,0,12,30,7,12,220,30,0,105,12,220,12,25,12,0,2,-1,0,0,1802,94,94,0,244,0,1,0,98,0,0
1,28,59,0,0,183,220,220,220,230,220,183,106,226,28,59,57,0,183,220,0,1,230,220,28,220,227,28,0,220,183,0,220,220,230,0,106,59,220,59,226,220,0,0,-1,0,0,754,53,45,0,245,0,0,0,97,0,0
1,28,88,0,0,220,183,28,220,47,220,183,106,70,220,59,57,0,220,59,0,1,34,28,47,220,27,220,0,220,34,0,220,183,88,0,106,220,59,220,38,220,0,1,-1,0,0,755,96,96,0,245,0,0,0,97,0,0
1,220,112,0,0,12,220,220,12,185,220,220,106,97,220,220,57,0,220,220,0,1,73,220,185,12,63,12,0,220,73,7,220,220,112,0,106,12,220,220,176,12,0,2,-1,0,0,756,96,96,0,245,0,0,0,97,0,0
0,12,229,0,0,12,12,12,12,18,12,12,12,25,12,12,1,0,12,12,0,1,190,12,229,12,25,12,0,12,229,0,12,12,42,0,12,12,12,12,25,12,0,0,-1,0,0,758,49,47,0,246,0,0,0,92,0,0
0,12,64,0,0,220,220,220,12,31,12,12,12,227,220,12,1,0,220,220,0,1,29,220,80,12,227,220,0,12,12,7,12,220,31,0,12,220,220,220,227,12,0,1,-1,0,0,759,75,12,0,246,0,0,0,91,0,0
0,220,235,0,0,220,220,220,220,196,220,220,12,231,220,220,1,0,220,220,0,1,65,220,196,220,54,220,0,220,65,7,220,220,235,0,12,220,220,220,186,220,0,2,-1,0,0,760,95,95,0,246,0,0,0,97,0,0
0,220,60,0,0,220,220,220,220,229,12,220,52,25,36,220,12,0,188,220,0,1,229,220,36,220,25,220,0,12,188,0,12,220,229,0,52,220,220,60,25,220,0,0,-1,0,0,762,56,39,0,247,0,0,0,95,0,0
0,251,38,0,0,255,255,251,6,63,6,255,52,60,63,6,12,0,59,6,0,1,59,251,208,251,52,251,0,253,224,0,251,255,67,0,52,6,6,67,56,255,0,1,-1,0,0,763,91,7,0,247,0,0,0,96,0,0
0,12,26,0,0,12,12,12,12,219,12,12,52,22,233,12,12,0,246,12,0,1,208,12,237,12,246,12,0,12,247,0,12,12,42,0,51,12,12,22,233,12,0,2,-1,0,0,764,57,41,0,247,0,0,0,98,0,0
0,220,166,0,0,220,220,220,220,123,226,220,52,95,123,220,12,0,26,220,0,1,26,220,85,220,26,220,0,26,8,0,123,220,226,0,51,220,220,226,49,220,0,3,-1,0,0,6714,50,47,0,247,0,0,0,99,0,0
0,12,35,0,0,12,12,12,12,233,12,12,4,226,12,12,1,0,12,12,0,1,235,12,31,12,226,12,0,12,30,7,12,12,182,0,4,12,12,12,226,12,0,0,-1,0,0,3351,87,7,0,252,0,1,0,90,0,0
0,220,106,0,0,220,220,220,220,30,220,220,4,25,220,220,1,0,220,220,0,1,30,220,238,220,25,220,0,220,244,7,220,220,30,0,4,220,220,220,25,220,0,1,-1,0,0,3350,60,33,0,252,0,1,0,87,0,0
0,12,229,0,0,12,12,12,12,172,12,12,4,186,12,12,1,0,12,12,0,1,83,12,229,12,70,12,0,12,229,0,12,12,196,0,4,12,12,12,159,12,0,2,-1,0,0,8493,93,6,0,252,0,0,0,100,0,0
0,220,230,0,0,220,220,220,220,141,220,220,8,96,220,220,1,0,220,220,0,1,22,220,230,220,19,220,0,220,230,7,220,220,112,0,8,220,220,220,124,220,0,0,-1,0,0,767,76,15,0,254,0,0,0,81,0,0
0,100,79,0,0,50,50,100,70,229,70,50,8,225,100,70,1,0,50,70,0,1,229,100,107,100,225,100,0,50,54,16,100,50,229,0,8,70,70,70,225,50,0,1,-1,0,0,766,87,9,0,254,0,0,0,83,0,0
0,220,37,0,0,220,220,220,220,30,220,220,8,31,220,220,1,0,220,220,0,1,204,220,30,220,196,220,0,220,204,0,220,220,37,0,8,220,220,220,25,220,0,2,-1,0,0,5475,100,100,0,254,0,0,0,92,0,0
0,12,229,0,0,220,220,220,12,51,12,12,8,226,220,12,1,0,220,220,0,1,63,220,229,12,226,220,0,12,229,7,12,220,102,0,8,220,220,220,226,12,0,0,-1,0,0,769,77,20,0,256,0,0,0,97,0,0
0,220,23,0,0,220,220,220,220,125,220,220,8,19,220,220,1,0,220,220,0,1,231,220,54,220,226,220,0,220,229,19,220,220,24,0,8,220,220,220,101,220,0,1,-1,0,0,4896,46,40,0,256,0,0,0,92,0,0
0,12,191,0,0,12,12,12,12,185,12,12,8,188,12,12,1,0,12,12,0,1,180,12,185,12,177,12,0,12,180,0,12,12,191,0,8,12,12,12,182,12,0,2,-1,0,0,5476,100,100,0,256,0,0,0,92,0,0
1,220,159,0,0,160,45,75,159,229,159,220,105,144,160,220,55,1,160,159,0,1,229,75,76,75,38,160,0,45,45,0,75,45,229,0,105,160,159,160,63,45,0,0,-1,0,0,6151,90,6,0,260,0,0,0,96,0,0
1,75,230,0,0,45,220,220,160,76,160,45,105,225,75,159,55,1,45,220,0,1,45,220,230,160,225,75,0,160,230,19,160,220,160,0,105,159,220,159,225,160,0,1,-1,0,0,6152,79,18,0,260,0,0,0,96,0,0
1,220,229,0,0,0,220,220,54,81,54,220,105,54,68,220,55,1,0,220,0,1,0,220,229,68,0,68,0,0,228,7,68,220,65,0,105,54,220,54,68,0,0,2,-1,0,0,6153,91,5,0,260,0,0,0,95,0,0
1,42,58,0,0,220,220,220,51,38,51,94,6,226,220,51,1,0,220,220,0,1,98,220,17,42,226,220,0,94,160,7,42,220,50,0,6,220,220,220,226,94,0,0,-1,0,0,8317,85,12,0,267,0,1,0,97,0,0
1,220,229,0,0,58,58,101,220,229,220,220,6,142,101,220,1,0,58,156,0,1,229,101,229,220,50,101,0,220,229,7,220,58,229,0,6,156,156,156,86,220,0,1,-1,0,0,8315,95,95,0,267,0,1,0,98,0,0
1,220,228,0,0,220,220,220,220,112,220,220,6,50,220,220,1,0,220,220,0,1,12,220,229,220,10,220,0,220,228,0,220,220,60,0,6,220,220,220,93,220,0,2,-1,0,0,8316,88,9,0,267,0,1,0,96,0,0
1,210,79,0,0,0,17,69,77,210,77,227,3,111,74,75,1,0,0,111,0,1,227,60,45,235,17,74,0,251,20,13,235,17,75,0,3,120,111,120,60,251,0,0,-1,0,0,774,69,27,0,269,0,0,0,89,0,0
1,235,101,0,0,251,251,235,77,37,77,251,3,61,235,77,1,0,251,77,0,1,10,235,218,235,11,235,0,251,222,13,235,251,54,0,3,77,77,77,43,251,0,1,-1,0,0,775,90,6,0,269,0,0,0,92,0,0
1,12,44,0,0,12,12,12,12,228,20,12,3,224,12,12,1,0,12,12,0,1,228,12,49,12,224,12,0,20,46,0,20,12,228,0,3,12,12,12,224,12,0,2,-1,0,0,5477,83,16,0,269,0,0,0,92,0,0
1,12,228,0,0,220,220,220,12,34,12,12,8,225,220,12,1,0,220,220,0,1,230,220,228,12,225,220,0,12,229,7,12,220,34,0,8,220,220,220,225,12,0,0,-1,0,0,776,87,11,0,270,0,0,0,98,0,0
1,220,228,0,0,220,220,220,220,30,220,220,8,25,220,220,1,0,220,220,0,1,30,220,228,220,25,220,0,220,228,7,220,220,30,0,8,220,220,220,25,220,0,1,-1,0,0,777,83,14,0,270,0,0,0,97,0,0
1,12,36,0,0,12,12,12,12,121,12,12,8,31,12,12,1,0,12,12,0,1,228,12,121,12,224,12,0,12,228,0,12,12,36,0,8,12,12,12,103,12,0,2,-1,0,0,5478,100,100,0,270,0,0,0,100,0,0
1,220,227,0,0,1,1,20,220,227,82,220,52,71,220,220,1,0,220,82,0,1,227,20,227,220,55,20,0,1,227,11,20,1,227,0,52,82,82,220,61,220,0,0,-1,0,0,3452,95,95,0,271,0,1,0,96,0,0
1,12,89,0,0,12,220,220,220,136,220,12,52,226,12,12,1,0,12,220,0,1,123,220,49,220,226,12,0,220,28,0,220,220,161,0,52,12,220,12,226,220,0,1,-1,0,0,3453,89,5,0,271,0,0,0,83,0,0
1,220,228,0,0,220,220,220,220,28,0,220,52,37,5,220,1,0,166,220,0,1,199,220,228,220,179,220,0,166,229,0,5,220,49,0,52,220,220,0,20,220,0,2,-1,0,0,5479,82,17,0,271,0,0,0,92,0,0
1,220,180,0,0,0,0,71,220,230,220,220,8,170,71,220,1,0,0,182,0,1,230,71,90,220,20,71,0,220,23,5,220,0,230,0,8,182,182,182,78,220,0,0,-1,0,0,778,77,11,0,272,0,1,0,97,0,0
1,220,74,0,0,220,220,220,220,61,220,220,8,61,220,220,1,0,220,220,0,1,6,220,117,220,11,220,0,220,13,0,220,220,38,0,8,220,220,220,98,220,0,1,-1,0,0,779,44,41,0,272,0,1,0,79,0,0
1,12,200,0,0,220,220,220,12,156,12,12,8,225,220,12,1,0,220,220,0,1,95,220,156,12,225,220,0,12,95,0,12,220,200,0,8,220,220,220,225,12,0,2,-1,0,0,5480,100,100,0,272,0,0,0,92,0,0
1,173,22,0,0,20,251,173,13,29,13,251,93,25,20,13,46,1,20,13,0,1,29,173,163,173,25,20,0,251,230,0,173,251,29,0,92,20,13,20,25,251,0,0,-1,0,0,781,84,14,0,278,0,0,0,99,0,0
1,12,82,0,0,20,251,173,12,77,12,12,93,19,20,12,46,1,20,13,0,1,76,173,77,12,226,20,0,12,76,19,12,251,82,0,92,20,13,20,154,12,0,1,-1,0,0,780,99,99,0,278,0,0,0,99,0,0
1,12,32,0,0,244,12,12,12,112,12,12,93,26,114,12,46,1,244,12,0,1,230,12,112,12,226,114,0,12,230,0,12,12,32,0,92,34,12,34,92,12,0,2,-1,0,0,5092,99,99,0,278,0,0,0,99,0,0
1,0,42,0,0,166,166,0,5,230,5,166,90,226,0,5,45,0,166,5,0,1,230,0,19,0,226,0,0,166,190,7,0,166,230,0,90,5,5,5,226,166,0,0,-1,0,0,782,72,26,0,280,0,1,0,96,0,0
1,113,46,0,0,7,7,35,46,114,46,241,90,50,35,46,45,0,7,59,0,1,240,35,114,113,6,35,0,241,240,7,113,7,46,0,90,59,59,59,30,241,0,1,-1,0,0,2783,96,96,0,280,0,1,0,97,0,0
1,32,62,0,0,208,208,32,39,209,39,208,90,53,32,39,45,0,208,39,0,1,222,32,209,32,219,32,0,208,222,7,32,208,62,0,90,39,39,39,203,208,0,2,-1,0,0,5094,95,95,0,280,0,1,0,97,0,0
1,220,232,0,0,157,220,220,78,54,78,220,18,147,136,220,19,1,157,220,0,1,38,220,231,136,33,136,0,157,231,0,136,220,153,0,96,78,220,78,47,157,0,0,-1,0,0,1503,83,15,0,294,0,0,0,83,0,0
1,52,163,0,0,157,39,52,78,230,78,39,18,227,136,149,19,1,157,149,0,1,230,52,57,136,227,136,0,157,40,0,136,39,230,0,96,78,149,78,227,157,0,1,-1,0,0,1504,80,17,0,294,0,0,0,83,0,0
1,220,231,0,0,12,220,220,12,49,12,220,18,57,12,220,19,1,12,220,0,1,217,220,231,12,212,12,0,12,232,0,12,220,68,0,96,12,220,12,41,12,0,2,-1,0,0,1505,82,15,0,294,0,0,0,95,0,0
0,220,229,0,0,100,12,12,220,229,220,220,103,26,101,220,1,0,100,12,0,1,229,12,229,220,26,101,0,220,229,7,220,12,229,0,103,105,12,105,26,220,0,0,-1,0,0,784,94,94,0,298,0,0,0,86,0,0
0,12,224,0,0,186,220,220,12,29,12,12,103,233,188,12,1,0,186,220,0,1,29,220,224,12,233,188,0,12,224,7,12,220,29,0,7,188,220,188,233,12,0,1,-1,0,0,785,88,9,0,298,0,0,0,94,0,0
0,220,37,0,0,186,220,220,220,227,220,220,103,98,188,220,1,0,186,220,0,1,90,220,34,220,75,188,0,220,30,0,220,220,117,0,103,188,220,188,222,220,0,2,-1,0,0,5481,81,18,0,298,0,0,0,92,0,0
0,218,29,0,0,100,12,12,40,180,40,240,103,25,101,40,10,0,100,12,0,1,230,12,30,218,25,101,0,240,30,7,218,12,33,0,1,105,12,105,25,240,0,0,-1,0,0,786,85,14,0,299,0,0,0,94,0,0
0,12,72,0,0,220,240,218,12,26,12,12,103,65,220,12,10,0,220,40,0,1,26,218,203,12,220,220,0,12,225,7,12,240,26,0,1,220,40,220,192,12,0,1,-1,0,0,787,85,14,0,299,0,0,0,97,0,0
0,12,230,0,0,100,12,12,12,230,12,12,103,226,101,12,10,0,100,12,0,1,230,12,230,12,226,101,0,12,230,0,12,12,230,0,1,105,12,105,226,12,0,2,-1,0,0,5482,100,100,0,299,0,0,0,99,0,0
1,38,229,0,0,186,220,220,61,24,61,0,103,226,188,61,8,0,186,220,0,1,20,220,229,38,226,188,0,0,229,0,38,220,48,0,7,188,220,188,226,0,0,0,-1,0,0,788,84,12,0,300,0,0,0,84,0,0
1,220,63,0,0,138,0,38,220,230,220,220,103,40,138,220,8,0,138,61,0,1,230,38,34,220,17,138,0,220,30,0,220,0,230,0,7,141,61,141,20,220,0,1,-1,0,0,789,83,12,0,300,0,0,0,84,0,0
1,12,54,0,0,100,12,12,12,195,12,12,103,46,101,12,8,0,100,12,0,1,227,12,195,12,222,101,0,12,227,0,12,12,54,0,7,105,12,105,186,12,0,2,-1,0,0,5483,100,100,0,300,0,0,0,100,0,0
1,220,26,0,0,220,220,220,220,28,220,220,98,23,220,220,1,0,220,220,0,0,27,220,40,220,23,220,0,220,212,5,220,220,30,0,98,220,220,220,23,220,0,0,-1,0,0,3218,74,20,0,305,0,1,0,95,0,0
1,220,33,0,0,12,12,12,220,230,220,220,98,23,12,220,1,0,12,12,0,0,230,12,31,220,23,12,0,220,29,7,220,12,230,0,98,12,12,12,23,220,0,1,-1,0,0,4069,64,32,0,305,0,1,0,95,0,0
1,220,163,0,0,12,12,12,220,169,220,220,98,34,12,220,1,1,12,12,0,0,80,12,169,220,34,12,0,220,80,0,220,12,163,0,98,12,12,12,34,220,0,2,-1,0,0,5485,98,98,0,305,0,0,0,100,0,0
0,220,230,0,0,12,12,12,220,127,220,220,9,225,12,220,1,0,12,12,0,1,0,12,230,220,225,12,0,220,230,7,220,12,64,0,9,12,12,12,225,220,0,0,-1,0,0,3220,54,42,0,306,0,1,0,99,0,0
0,218,116,0,0,240,240,218,40,31,40,240,9,25,218,40,1,0,240,40,0,1,30,218,215,218,25,218,0,240,153,19,218,240,31,0,9,40,40,40,25,240,0,1,-1,0,0,4068,74,22,0,306,0,1,0,99,0,0
1,12,37,0,0,12,0,0,12,225,12,12,9,230,12,12,1,0,12,0,0,1,175,12,37,12,190,12,0,12,37,0,12,12,225,0,9,12,12,12,230,12,0,2,-1,0,0,5486,65,28,0,306,0,0,0,100,0,0
1,96,174,0,0,220,220,220,168,99,220,40,1,226,220,168,1,0,220,220,0,1,43,220,99,96,226,220,0,220,43,0,220,220,174,0,1,220,220,220,226,40,0,0,-1,0,0,3964,94,94,0,312,0,0,0,93,0,0
1,220,220,0,0,220,36,82,220,220,220,220,1,159,220,220,1,0,220,159,0,1,220,82,220,220,36,220,0,220,220,0,220,36,220,0,1,220,159,220,82,220,0,1,-1,0,0,3963,96,96,0,312,0,0,0,99,0,0
1,220,217,0,0,220,220,220,220,92,220,220,1,36,220,220,1,0,220,220,0,1,218,220,218,220,213,220,0,220,220,0,220,220,42,0,1,220,220,220,79,220,0,2,-1,0,0,5028,83,9,0,312,0,0,0,97,0,0
1,220,40,0,0,220,220,220,220,66,220,220,8,33,220,220,6,0,220,220,0,1,30,220,31,220,175,220,0,220,188,0,220,220,121,0,8,220,220,220,28,220,0,0,-1,0,0,3961,81,14,0,315,0,1,0,86,0,0
1,60,117,0,0,45,28,60,150,57,150,28,8,24,50,155,6,0,45,155,0,1,247,60,64,50,246,50,0,45,32,0,50,28,34,0,8,150,155,150,42,45,0,1,-1,0,0,3962,83,13,0,315,0,1,0,96,0,0
1,220,30,0,0,220,220,220,220,30,220,220,8,28,220,220,6,0,220,220,0,1,30,220,30,220,28,220,0,220,30,7,220,220,30,0,8,220,220,220,28,220,0,2,-1,0,0,4010,93,93,0,315,0,1,0,98,0,0
1,220,140,0,0,19,19,50,220,230,220,220,7,124,50,220,1,0,19,140,0,0,230,50,50,220,15,50,0,220,19,20,220,19,230,0,7,140,140,140,42,220,0,0,-1,0,0,792,70,28,0,319,0,0,0,85,0,0
1,220,33,0,0,220,220,220,220,31,220,220,7,26,220,220,1,0,220,220,0,0,30,220,31,220,26,220,0,220,30,0,220,220,33,0,7,220,220,220,26,220,0,1,-1,0,0,793,91,91,0,319,0,0,0,71,0,0
1,220,219,0,0,220,220,220,220,72,220,220,7,90,129,220,1,0,244,220,0,0,211,220,219,220,204,220,0,220,219,0,220,220,107,0,7,220,220,181,60,220,0,2,-1,0,0,5487,89,10,0,319,0,0,0,100,0,0
1,152,230,0,0,165,220,220,215,176,215,40,49,226,165,215,12,0,165,220,0,1,108,220,230,152,226,165,0,40,230,15,152,220,220,0,49,165,220,165,226,40,2,0,-1,0,0,794,85,12,0,320,0,0,0,99,0,0
1,220,75,0,0,165,220,220,220,39,220,220,49,63,165,220,12,0,165,220,0,1,24,220,39,220,20,165,0,220,24,15,220,220,75,0,49,165,220,165,33,220,2,1,-1,0,0,795,97,97,0,320,0,0,0,99,3,0
1,220,225,0,0,165,220,220,220,21,220,220,49,32,0,220,12,0,166,220,0,1,200,220,225,220,190,165,0,220,226,0,220,220,39,0,49,165,220,5,17,220,2,2,-1,0,0,5488,82,17,0,320,0,0,0,92,0,0
1,220,229,0,0,220,220,220,220,117,220,220,7,26,220,220,1,0,220,220,0,0,47,220,227,220,26,220,0,220,226,7,220,220,209,0,7,220,220,220,26,220,0,0,-1,0,0,796,93,5,0,321,0,0,0,94,0,0
1,12,30,0,0,12,12,12,12,216,12,12,7,21,12,12,1,0,12,12,0,0,230,12,30,12,222,12,0,12,30,7,12,12,28,0,7,12,12,12,203,12,0,1,-1,0,0,797,86,11,0,321,0,0,0,94,0,0
1,12,31,0,0,12,12,12,12,86,12,12,7,128,129,12,1,0,244,12,0,0,229,12,30,12,229,12,0,12,32,0,12,12,129,0,7,12,12,181,85,12,0,2,-1,0,0,5736,92,7,0,321,0,0,0,91,0,0
1,95,184,0,0,220,255,95,220,230,220,255,86,225,220,17,47,0,220,17,0,1,229,95,90,220,225,220,0,220,1,4,220,255,230,0,87,220,17,220,225,220,0,0,-1,0,0,798,68,27,0,322,0,0,0,98,0,0
1,255,193,0,0,220,255,255,220,30,220,255,86,26,220,50,47,0,220,50,0,1,30,255,222,220,26,220,0,220,226,7,220,255,30,0,87,220,50,220,26,220,0,1,-1,0,0,799,91,5,0,322,0,0,0,96,0,0
1,12,21,0,0,220,12,12,220,228,220,12,1,18,220,12,1,0,220,12,0,1,194,12,228,220,184,220,0,220,194,0,220,12,21,0,1,220,12,220,224,220,0,2,-1,0,0,5489,100,100,0,322,0,0,0,100,0,0
1,145,49,0,0,150,150,41,62,146,62,247,8,42,41,62,6,0,150,56,0,1,246,41,29,145,153,41,0,247,167,0,145,150,63,0,8,56,56,56,25,247,0,0,-1,0,0,800,62,35,0,325,0,0,0,93,0,0
1,25,107,0,0,153,153,25,42,225,42,153,8,226,25,42,6,0,153,42,0,1,233,25,152,25,226,25,0,153,205,0,25,153,223,0,8,42,42,42,226,153,0,1,-1,0,0,801,76,18,0,325,0,0,0,97,0,0
1,220,227,0,0,220,220,220,220,111,220,220,8,51,220,220,6,0,220,220,0,1,12,220,227,220,10,220,0,220,226,0,220,220,62,0,8,220,220,220,93,220,0,2,-1,0,0,4353,86,11,0,325,0,0,0,97,0,0
1,220,79,0,0,38,220,220,86,52,86,220,99,70,52,220,12,0,38,220,0,1,38,220,242,52,31,52,0,38,241,7,52,220,86,0,99,86,220,86,43,38,0,0,-1,0,0,6225,65,32,0,326,0,0,0,97,0,0
1,33,83,0,0,240,29,33,220,233,220,29,99,226,218,73,12,0,240,73,0,1,250,33,233,220,226,218,0,220,250,11,220,29,83,0,99,40,73,40,226,220,0,1,-1,0,0,6226,97,97,0,326,0,0,0,96,0,0
1,220,111,0,0,72,220,220,112,194,112,220,99,97,184,220,12,0,72,220,0,1,55,220,194,184,48,184,0,72,55,7,184,220,111,0,99,112,220,112,186,72,0,2,-1,0,0,6227,96,96,0,326,0,0,0,97,0,0
1,12,27,0,0,220,12,12,12,229,12,12,52,226,220,12,1,0,220,12,0,1,229,12,27,12,226,220,0,12,28,7,12,12,229,0,8,220,12,220,226,12,0,0,-1,0,0,6228,80,15,0,327,0,0,0,91,0,0
1,220,230,0,0,12,220,220,220,30,220,220,52,26,12,220,1,0,12,220,0,1,30,220,230,220,26,12,0,220,230,7,220,220,30,0,8,12,220,12,26,220,0,1,-1,0,0,6229,85,13,0,327,0,0,0,91,0,0
1,220,58,0,0,12,220,220,220,57,220,220,52,50,12,220,1,0,12,220,0,1,234,220,57,220,233,12,0,220,234,7,220,220,58,0,8,12,220,12,49,220,0,2,-1,0,0,6230,93,93,0,327,0,0,0,97,0,0
1,12,229,0,0,220,12,12,220,138,12,12,23,225,12,12,49,0,12,12,0,1,55,12,229,220,225,220,0,12,230,15,12,12,61,0,89,220,12,12,225,220,0,0,-1,0,0,806,62,33,0,346,0,1,0,87,0,0
1,220,64,0,0,12,220,220,12,37,220,220,23,32,220,220,49,0,220,220,0,1,41,220,139,12,33,12,0,220,58,18,220,220,38,0,89,12,220,220,31,12,0,1,-1,0,0,807,87,8,0,346,0,1,0,87,0,0
1,220,213,0,0,12,220,220,12,46,12,220,23,142,12,220,49,0,12,220,0,1,97,219,213,12,94,12,0,12,213,0,12,219,145,0,89,12,219,12,45,12,0,2,-1,0,0,5491,91,8,0,346,0,0,0,90,0,0
1,220,31,0,0,12,220,220,12,19,12,220,23,25,12,220,49,0,12,220,0,1,175,220,29,12,25,12,0,12,31,0,12,220,35,0,89,12,220,12,25,12,0,0,-1,0,0,3357,76,17,0,357,0,0,0,96,0,0
1,220,31,0,0,220,12,12,12,229,12,220,23,25,220,220,49,0,220,12,0,1,229,12,30,12,25,220,0,12,31,15,12,12,229,0,89,220,12,220,25,12,0,1,-1,0,0,3356,69,25,0,357,0,0,0,96,0,0
1,220,83,0,0,12,220,220,12,167,12,220,23,85,12,220,49,0,12,220,0,1,18,220,176,12,15,12,0,12,103,0,12,220,101,0,89,12,220,12,153,12,0,2,-1,0,0,5492,85,9,0,357,0,0,0,100,0,0
1,220,45,0,0,220,194,8,15,232,15,220,23,32,220,220,49,0,220,15,0,1,233,8,23,8,174,220,0,194,191,7,8,194,232,0,89,220,15,220,15,194,0,0,-1,0,0,4313,73,10,0,361,0,0,0,92,0,0
1,220,105,0,0,12,220,220,12,90,12,220,23,151,12,220,49,0,12,220,0,1,40,220,53,12,29,12,0,12,30,7,12,220,171,0,89,12,220,12,69,12,0,1,-1,0,0,4314,70,15,0,361,0,0,0,92,0,0
1,12,23,0,0,220,12,12,220,200,220,12,23,19,220,12,49,0,220,12,0,1,228,12,200,220,226,220,0,220,228,7,220,12,23,0,89,220,12,220,194,220,0,2,-1,0,0,5493,97,97,0,361,0,0,0,96,0,0
1,21,227,0,0,187,220,220,220,21,220,187,18,226,21,27,19,1,187,220,0,1,199,220,228,220,226,21,0,220,229,19,220,220,27,0,96,27,220,27,226,220,0,0,-1,0,0,808,91,6,0,378,0,0,0,96,0,0
1,220,228,0,0,1,220,220,131,65,131,220,18,134,65,220,19,1,1,220,0,1,1,220,228,65,12,65,0,1,228,19,65,220,131,0,96,131,220,131,67,1,0,1,-1,0,0,809,92,6,0,378,0,0,0,95,0,0
1,12,30,0,0,220,12,12,220,228,220,12,18,20,220,12,19,1,220,12,0,1,227,12,32,220,223,220,0,220,32,0,220,12,24,0,96,220,12,220,225,220,0,2,-1,0,0,4701,72,23,0,378,0,0,0,94,0,0
1,12,229,0,0,220,157,136,220,21,220,12,18,226,220,12,19,1,220,78,0,1,204,136,229,220,226,220,0,220,229,11,220,157,26,0,96,220,78,220,226,220,0,0,-1,0,0,810,65,32,0,379,0,0,0,99,0,0
1,136,71,0,0,220,157,136,220,229,220,157,18,226,220,78,19,1,220,78,0,1,229,136,163,220,226,220,0,220,192,15,220,157,229,0,96,220,78,220,226,220,0,1,-1,0,0,811,91,8,0,379,0,0,0,99,0,0
1,12,30,0,0,220,12,12,220,229,220,12,18,19,220,12,19,1,220,12,0,1,212,12,31,220,205,220,0,220,31,0,220,12,23,0,96,220,12,220,226,220,0,2,-1,0,0,5223,84,12,0,379,0,0,0,99,0,0
1,81,70,0,0,220,220,220,75,121,75,17,6,185,220,75,13,0,220,220,0,1,14,220,75,81,185,220,0,17,20,0,81,220,107,0,6,220,220,220,185,17,0,0,-1,0,0,812,71,23,0,383,0,0,0,97,0,0
