leaguegoals,isamongtopscorers,yellows,isamongtopscorersinteam,jerseynumber,position,artificialkey,teamid,leaguegoalsprevmatch,injury,leagueappearances,istopscorer,leaguegoalsprevthreematches,playerid,form,reds
0,0,0,0,19,9,21620,315,0,0,0,0,0,281272,0,0
0,0,0,0,31,29,6190,111974,0,0,0,0,0,240022,3,0
0,0,0,0,30,15,6191,111434,0,0,0,0,0,230139,3,0
0,0,0,0,31,13,6192,111434,0,0,0,0,0,237317,3,0
0,0,0,0,17,28,21615,110911,0,0,0,0,0,281267,0,0
0,0,0,0,29,29,21635,111993,0,0,0,0,0,281287,0,0
0,0,0,0,34,26,6195,111434,0,0,0,0,0,168362,3,0
0,0,0,0,35,28,6196,111434,0,0,0,0,0,192255,3,0
0,0,0,0,23,29,6197,54,0,0,0,0,0,240573,3,0
0,0,0,0,18,29,6198,44,0,0,0,0,0,193786,3,0
0,0,0,0,23,29,24432,192,0,0,0,0,0,283754,0,0
0,0,0,0,15,5,6200,111657,0,0,0,0,0,189436,3,0
0,0,0,0,6,29,6201,1842,0,0,0,0,0,205556,3,0
0,0,0,0,10,16,6202,111657,0,0,0,0,0,201313,3,0
0,0,0,0,17,12,6203,111657,0,0,0,0,0,224315,3,0
0,0,0,0,5,13,6204,111657,0,0,0,0,0,224314,3,0
0,0,0,0,18,29,21623,112791,0,0,0,0,0,281275,0,0
0,0,0,0,25,29,6206,110556,0,0,0,0,0,235328,3,0
0,0,0,0,29,29,24415,568,0,0,0,0,0,283737,0,0
0,0,0,0,9,29,21608,111708,0,0,0,0,0,281260,0,0
0,0,0,0,18,23,6209,111657,0,0,0,0,0,173132,3,0
0,0,0,0,18,28,20463,1892,0,0,0,0,0,280549,0,0
0,0,0,0,26,6,6211,111657,0,0,0,0,0,183671,3,0
0,0,0,0,3,28,6212,111657,0,0,0,0,0,224316,3,0
0,0,0,0,1,0,6213,111657,0,0,0,0,0,177341,3,0
0,0,0,0,6,28,6214,111657,0,0,0,0,0,221874,3,0
0,0,0,0,4,28,6215,111657,0,0,0,0,0,137419,3,0
0,0,0,0,23,4,6216,111657,0,0,0,0,0,193333,3,0
0,0,0,0,31,29,6217,111657,0,0,0,0,0,237816,3,0
0,0,0,0,8,28,6218,111657,0,0,0,0,0,198223,3,0
0,0,0,0,27,28,6219,111657,0,0,0,0,0,186611,3,0
0,0,0,0,16,25,6220,111657,0,0,0,0,0,240688,3,0
0,0,0,0,19,27,6221,111657,0,0,0,0,0,239821,3,0
0,0,0,0,1,28,6222,111993,0,0,0,0,0,172837,3,0
0,0,0,0,18,29,24431,110915,0,0,0,0,0,283753,0,0
0,0,0,0,19,29,6224,111993,0,0,0,0,0,230573,3,0
0,0,0,0,13,6,6225,111993,0,0,0,0,0,235863,3,0
0,0,0,0,4,29,6226,897,0,0,0,0,0,189780,3,0
0,0,0,0,27,29,6227,111993,0,0,0,0,0,240631,3,0
0,0,0,0,23,29,21603,1848,0,0,0,0,0,281255,0,0
0,0,0,0,7,15,6229,111993,0,0,0,0,0,224507,3,0
0,0,0,0,21,28,6230,111993,0,0,0,0,0,235201,3,0
0,0,0,0,18,29,6231,111993,0,0,0,0,0,224455,3,0
0,0,0,0,9,28,6232,111993,0,0,0,0,0,189369,3,0
0,0,0,0,17,28,6233,111993,0,0,0,0,0,235867,3,0
0,0,0,0,25,29,24836,570,0,0,0,0,0,284158,0,0
0,0,0,0,5,13,6235,111993,0,0,0,0,0,219726,3,0
0,0,0,0,24,28,6236,111993,0,0,0,0,0,208146,3,0
0,0,0,0,22,29,6237,111993,0,0,0,0,0,235740,3,0
0,0,0,0,9,28,21617,110741,0,0,0,0,0,281269,0,0
0,0,0,0,20,29,6239,111993,0,0,0,0,0,212443,3,0
0,0,0,0,23,4,6240,111993,0,0,0,0,0,240634,3,0
0,0,0,0,16,14,6241,111993,0,0,0,0,0,229276,3,0
0,0,0,0,26,26,6242,111993,0,0,0,0,0,235865,3,0
0,0,0,0,11,29,6243,111993,0,0,0,0,0,235866,3,0
0,0,0,0,3,7,6244,111993,0,0,0,0,0,234989,3,0
0,0,0,0,12,0,6245,111993,0,0,0,0,0,235862,3,0
0,0,0,0,25,29,6246,111993,0,0,0,0,0,236960,3,0
0,0,0,0,15,29,6247,111993,0,0,0,0,0,235864,3,0
0,0,0,0,30,24,6248,111993,0,0,0,0,0,228714,3,0
0,0,0,0,6,28,6249,111993,0,0,0,0,0,220489,3,0
0,0,0,0,34,29,6250,111993,0,0,0,0,0,219721,3,0
0,0,0,0,1,0,6251,112225,0,0,0,0,0,215363,3,0
0,0,0,0,24,3,6252,112225,0,0,0,0,0,229456,3,0
0,0,0,0,39,29,21634,379,0,0,0,0,0,281286,0,0
0,0,0,0,2,6,6254,112225,0,0,0,0,0,167653,3,0
0,0,0,0,27,7,6255,112225,0,0,0,0,0,193850,3,0
0,0,0,0,5,13,6256,112225,0,0,0,0,0,189736,3,0
0,0,0,0,20,14,6257,112225,0,0,0,0,0,200881,3,0
0,0,0,0,21,15,6258,112225,0,0,0,0,0,155930,3,0
0,0,0,0,19,16,6259,112409,0,0,0,0,0,189894,3,0
0,0,0,0,21,29,24444,110911,0,0,0,0,0,283766,0,0
0,0,0,0,10,26,6261,112225,0,0,0,0,0,186140,3,0
0,0,0,0,24,29,6262,190,0,0,0,0,0,230557,3,0
0,0,0,0,4,29,23049,1909,0,0,0,0,0,282558,0,0
0,0,0,0,2,29,6264,110178,0,0,0,0,0,205911,3,0
0,0,0,0,17,28,6265,112225,0,0,0,0,0,236395,3,0
0,0,0,0,20,29,23066,112398,0,0,0,0,0,282575,0,0
0,0,0,0,19,28,6267,112225,0,0,0,0,0,188076,3,0
0,0,0,0,3,4,6268,112225,0,0,0,0,0,211067,3,0
0,0,0,0,32,29,6269,270,0,0,0,0,0,219632,3,0
0,0,0,0,22,29,6270,112225,0,0,0,0,0,236577,3,0
0,0,0,0,10,28,6271,112836,0,0,0,0,0,238474,3,0
0,0,0,0,11,29,6272,112225,0,0,0,0,0,220517,3,0
0,0,0,0,14,29,6273,112225,0,0,0,0,0,224880,3,0
0,0,0,0,9,24,6274,112225,0,0,0,0,0,240636,3,0
0,0,0,0,16,18,6275,112225,0,0,0,0,0,229459,3,0
0,0,0,0,25,29,6276,112225,0,0,0,0,0,240766,3,0
0,0,0,0,28,29,6277,112225,0,0,0,0,0,240770,3,0
0,0,0,0,1,0,6278,112398,0,0,0,0,0,239576,3,0
0,0,0,0,4,28,24443,111434,0,0,0,0,0,283765,0,0
0,0,0,0,34,5,6280,112398,0,0,0,0,0,173128,3,0
0,0,0,0,16,29,21609,1847,0,0,0,0,0,281261,0,0
0,0,0,0,15,25,20446,205,0,0,0,0,0,280532,0,0
0,0,0,0,18,28,6283,111092,0,0,0,0,0,209612,3,0
0,0,0,0,35,13,6284,112398,0,0,0,0,0,227701,3,0
0,0,0,0,21,15,6285,112398,0,0,0,0,0,189439,3,0
0,0,0,0,7,10,20444,112398,0,0,0,0,0,280530,0,0
0,0,0,0,99,24,6287,112398,0,0,0,0,0,204488,3,0
0,0,0,0,9,29,23072,205,0,0,0,0,0,282581,0,0
0,0,0,0,14,12,6289,112398,0,0,0,0,0,216486,3,0
0,0,0,0,8,16,6290,112398,0,0,0,0,0,224319,3,0
0,0,0,0,2,28,6291,112398,0,0,0,0,0,212152,3,0
0,0,0,0,25,28,6292,112398,0,0,0,0,0,236768,3,0
0,0,0,0,22,28,6293,112398,0,0,0,0,0,237406,3,0
0,0,0,0,19,28,6294,112398,0,0,0,0,0,240360,3,0
0,0,0,0,15,6,6295,112398,0,0,0,0,0,210863,3,0
0,0,0,0,9,26,6296,112398,0,0,0,0,0,235295,3,0
0,0,0,0,24,29,6297,110556,0,0,0,0,0,230912,3,0
0,0,0,0,8,29,6298,110734,0,0,0,0,0,230983,3,0
0,0,0,0,34,29,6299,48,0,0,0,0,0,235690,3,0
0,0,0,0,30,29,6300,55,0,0,0,0,0,220578,3,0
0,0,0,0,16,29,6301,110734,0,0,0,0,0,225984,3,0
0,0,0,0,17,7,6302,563,0,0,0,0,0,220461,3,0
0,0,0,0,22,0,6303,112409,0,0,0,0,0,189430,3,0
0,0,0,0,4,29,6304,200,0,0,0,0,0,220795,3,0
0,0,0,0,3,5,6305,112409,0,0,0,0,0,202474,3,0
0,0,0,0,13,6,6306,112409,0,0,0,0,0,216068,3,0
0,0,0,0,21,10,6307,112409,0,0,0,0,0,240628,3,0
0,0,0,0,22,29,6308,710,0,0,0,0,0,222775,3,0
0,0,0,0,7,29,6309,66,0,0,0,0,0,216076,3,0
0,0,0,0,5,15,6310,112409,0,0,0,0,0,209625,3,0
0,0,0,0,15,29,6311,2013,0,0,0,0,0,202084,3,0
0,0,0,0,10,24,6312,112409,0,0,0,0,0,200882,3,0
0,0,0,0,17,26,6313,112409,0,0,0,0,0,235691,3,0
0,0,0,0,7,28,6314,112409,0,0,0,0,0,202161,3,0
0,0,0,0,32,28,6315,112409,0,0,0,0,0,201219,3,0
0,0,0,0,28,29,6316,48,0,0,0,0,0,220565,3,0
0,0,0,0,4,28,6317,112409,0,0,0,0,0,224930,3,0
0,0,0,0,1,28,6318,112409,0,0,0,0,0,224895,3,0
0,0,0,0,18,28,6319,112409,0,0,0,0,0,237596,3,0
0,0,0,0,30,28,6320,112409,0,0,0,0,0,225333,3,0
0,0,0,0,26,29,6321,192,0,0,0,0,0,226864,3,0
0,0,0,0,36,29,6322,48,0,0,0,0,0,240627,3,0
0,0,0,0,9,29,6323,112409,0,0,0,0,0,240625,3,0
0,0,0,0,21,29,6324,192,0,0,0,0,0,240626,3,0
0,0,0,0,99,29,6325,112409,0,0,0,0,0,240452,3,0
0,0,0,0,35,4,6326,112409,0,0,0,0,0,203745,3,0
0,0,0,0,25,29,6327,111393,0,0,0,0,0,230934,3,0
0,0,0,0,35,29,6328,48,0,0,0,0,0,240140,3,0
0,0,0,0,36,29,6329,112409,0,0,0,0,0,216071,3,0
0,0,0,0,31,29,6330,112409,0,0,0,0,0,236243,3,0
0,0,0,0,25,29,6331,192,0,0,0,0,0,221562,3,0
0,0,0,0,22,0,6332,113147,0,0,0,0,0,201352,3,0
0,0,0,0,4,29,6333,112968,0,0,0,0,0,224996,3,0
0,0,0,0,2,6,20453,110741,0,0,0,0,0,280539,0,0
0,0,0,0,15,6,6335,113147,0,0,0,0,0,204633,3,0
0,0,0,0,28,7,6336,113147,0,0,0,0,0,223166,3,0
0,0,0,0,11,13,6337,113147,0,0,0,0,0,183591,3,0
0,0,0,0,8,13,23040,50,0,0,0,0,0,282549,0,0
0,0,0,0,7,15,6339,113147,0,0,0,0,0,220054,3,0
0,0,0,0,23,18,6340,113147,0,0,0,0,0,200930,3,0
0,0,0,0,32,29,24438,688,0,0,0,0,0,283760,0,0
0,0,0,0,23,28,6342,39,0,0,0,0,0,205687,3,0
0,0,0,0,10,29,6343,113147,0,0,0,0,0,234147,3,0
0,0,0,0,17,14,6344,113147,0,0,0,0,0,202514,3,0
0,0,0,0,27,28,6345,113147,0,0,0,0,0,236214,3,0
0,0,0,0,13,4,6346,113147,0,0,0,0,0,198953,3,0
0,0,0,0,1,28,6347,113147,0,0,0,0,0,222952,3,0
0,0,0,0,25,29,6348,206,0,0,0,0,0,210937,3,0
0,0,0,0,21,28,6349,113147,0,0,0,0,0,233734,3,0
0,0,0,0,20,29,6350,113147,0,0,0,0,0,236213,3,0
0,0,0,0,2,3,6351,113147,0,0,0,0,0,236769,3,0
0,0,0,0,14,29,6352,113147,0,0,0,0,0,225428,3,0
0,0,0,0,33,26,6353,113147,0,0,0,0,0,201243,3,0
0,0,0,0,3,29,6354,113147,0,0,0,0,0,239302,3,0
0,0,0,0,18,28,6355,113147,0,0,0,0,0,240710,3,0
0,0,0,0,24,29,6356,113147,0,0,0,0,0,240760,3,0
0,0,0,0,12,29,6357,113147,0,0,0,0,0,228514,3,0
0,0,0,0,6,28,6358,113147,0,0,0,0,0,225477,3,0
0,0,0,0,37,29,6359,113147,0,0,0,0,0,210256,3,0
0,0,0,0,26,24,6360,113147,0,0,0,0,0,239774,3,0
0,0,0,0,23,0,6361,687,0,0,0,0,0,234777,3,0
0,0,0,0,29,29,22120,111019,0,0,0,0,0,281772,0,0
0,0,0,0,4,4,6363,687,0,0,0,0,0,198970,3,0
0,0,0,0,21,5,6364,687,0,0,0,0,0,236991,3,0
0,0,0,0,24,6,6365,687,0,0,0,0,0,202322,3,0
0,0,0,0,2,8,6366,687,0,0,0,0,0,194163,3,0
0,0,0,0,7,29,24500,100634,0,0,0,0,0,283822,0,0
0,0,0,0,20,13,6368,687,0,0,0,0,0,212424,3,0
0,0,0,0,7,15,6369,687,0,0,0,0,0,234122,3,0
10,0,0,1,9,16,6370,687,0,0,0,0,0,202223,3,0
12,1,0,1,11,25,6371,687,0,0,0,0,0,179551,3,0
1,0,0,1,12,28,6372,687,0,0,0,0,0,213491,3,0
0,0,0,0,8,28,6373,687,0,0,0,0,0,201359,3,0
0,0,0,0,3,28,6374,687,0,0,0,0,0,202171,3,0
0,0,0,0,6,7,6375,1906,0,0,0,0,0,221050,3,0
0,0,0,0,41,28,6376,687,0,0,0,0,0,213206,3,0
3,0,0,1,44,16,6377,485,0,0,0,0,0,212807,3,0
0,0,0,0,16,2,6378,687,0,0,0,0,0,202231,3,0
0,0,0,0,17,29,6379,687,0,0,0,0,0,237214,3,0
0,0,0,0,12,29,6380,110101,0,0,0,0,0,237305,3,0
0,0,0,0,7,29,6381,112510,0,0,0,0,0,234154,3,0
0,0,0,0,7,28,23311,696,0,0,0,0,0,282820,0,0
1,0,0,1,28,12,6383,687,0,0,0,0,0,237217,3,0
0,0,0,0,31,29,6384,687,0,0,0,0,0,237888,3,0
0,0,0,0,29,29,6385,687,0,0,0,0,0,232168,3,0
0,0,0,0,27,29,6386,687,0,0,0,0,0,237450,3,0
0,0,0,0,26,29,6387,687,0,0,0,0,0,225803,3,0
0,0,0,0,22,29,6388,687,0,0,0,0,0,190634,3,0
0,0,0,0,28,0,6389,688,0,0,0,0,0,194904,3,0
0,0,0,0,36,29,25041,21,0,0,0,0,0,284363,0,0
1,0,0,1,6,4,6391,688,0,0,0,0,0,212958,3,0
0,0,0,0,15,6,6392,688,0,0,0,0,0,221621,3,0
0,0,0,0,2,7,6393,688,0,0,0,0,0,212709,3,0
0,0,0,0,23,9,21950,111138,0,0,0,0,0,281602,0,0
1,0,0,1,25,11,6395,688,0,0,0,0,0,187035,3,0
0,0,0,0,13,12,6396,688,0,0,0,0,0,217714,3,0
0,0,0,0,14,16,6397,688,0,0,0,0,0,206635,3,0
4,0,0,1,10,18,6398,688,0,0,0,0,0,221634,3,0
2,0,0,1,17,25,6399,688,0,0,0,0,0,212806,3,0
0,0,0,0,16,28,6400,688,0,0,0,0,0,221625,3,0
0,0,0,0,27,28,6401,688,0,0,0,0,0,233508,3,0
0,0,0,0,19,28,6402,688,0,0,0,0,0,179712,3,0
2,0,0,1,23,28,6403,688,0,0,0,0,0,237385,3,0
0,0,0,0,43,29,6404,110,0,0,0,0,0,198355,3,0
0,0,0,0,33,28,6405,688,0,0,0,0,0,211873,3,0
0,0,0,0,3,3,6406,688,0,0,0,0,0,237220,3,0
0,0,0,0,4,9,6407,688,0,0,0,0,0,233314,3,0
0,0,0,0,8,12,25078,113157,0,0,0,0,0,284400,0,0
0,0,0,0,25,29,25028,696,0,0,0,0,0,284350,0,0
0,0,0,0,21,29,6410,688,0,0,0,0,0,237407,3,0
0,0,0,0,23,29,23506,57,0,0,0,0,0,283015,0,0
0,0,0,0,20,29,6412,688,0,0,0,0,0,221447,3,0
0,0,0,0,26,29,6413,688,0,0,0,0,0,233077,3,0
0,0,0,0,24,28,6414,688,0,0,0,0,0,237219,3,0
0,0,0,0,9,29,22097,696,0,0,0,0,0,281749,0,0
0,0,0,0,1,29,6416,688,0,0,0,0,0,227926,3,0
0,0,0,0,30,29,6417,688,0,0,0,0,0,219120,3,0
0,0,0,0,31,0,6418,689,0,0,0,0,0,179820,3,0
0,0,0,0,4,2,6419,689,0,0,0,0,0,232999,3,0
0,0,0,0,15,4,6420,689,0,0,0,0,0,184065,3,0
0,0,0,0,33,5,6421,689,0,0,0,0,0,222123,3,0
0,0,0,0,3,6,21530,111065,0,0,0,0,0,281182,0,0
1,0,0,1,92,8,6423,689,0,0,0,0,0,220209,3,0
1,0,0,1,13,28,6424,77,0,0,0,0,0,207465,3,0
2,0,0,1,27,12,6425,689,0,0,0,0,1,226273,3,0
10,0,0,1,77,16,6426,689,0,0,0,0,0,199729,3,0
0,0,0,0,7,15,22095,698,0,0,0,0,0,281747,0,0
0,0,0,0,26,28,22872,111144,0,0,0,0,0,282381,0,0
1,0,0,1,13,16,6429,110724,0,0,0,0,0,215111,3,0
3,0,0,1,19,28,6430,689,0,0,0,0,0,231886,3,0
0,0,0,0,5,28,6431,689,0,0,0,0,0,206603,3,0
0,0,0,0,4,4,6432,111817,0,0,0,0,0,240196,3,0
0,0,0,0,18,28,6433,689,0,0,0,0,0,207610,3,0
0,0,0,0,7,28,6434,689,0,0,0,0,0,166539,3,0
1,0,0,1,21,29,6435,110700,0,0,0,0,0,237841,3,0
0,0,0,0,78,6,6436,689,0,0,0,0,0,184664,3,0
0,0,0,0,17,29,6437,689,0,0,0,0,0,237449,3,0
0,0,0,0,6,10,6438,689,0,0,0,0,0,237398,3,0
0,0,0,0,12,29,6439,689,0,0,0,0,0,218789,3,0
0,0,0,0,10,28,6440,689,0,0,0,0,0,183151,3,0
0,0,0,0,40,29,6441,689,0,0,0,0,0,222919,3,0
0,0,0,0,24,29,6442,689,0,0,0,0,0,237399,3,0
0,0,0,0,5,29,6443,433,0,0,0,0,0,232761,3,0
0,0,0,0,13,29,6444,689,0,0,0,0,0,190619,3,0
0,0,0,0,47,29,6445,689,0,0,0,0,0,237550,3,0
0,0,0,0,22,29,6446,689,0,0,0,0,0,192548,3,0
0,0,0,0,88,18,6447,689,0,0,0,0,0,240647,3,0
0,0,0,0,1,0,6448,691,0,0,0,0,0,203849,3,0
0,0,0,0,2,3,6449,691,0,0,0,0,0,212592,3,0
1,0,0,0,6,29,6450,62,0,0,0,0,0,196580,3,0
1,0,0,0,19,6,6451,691,0,0,0,0,0,237448,3,0
0,0,0,0,6,29,25039,693,0,0,0,0,0,284361,0,0
0,0,0,0,14,28,6453,708,0,0,0,0,0,201870,3,0
0,0,0,0,11,13,6454,691,0,0,0,0,0,206631,3,0
4,0,0,1,15,29,6455,13,0,0,0,0,0,201895,3,0
8,0,0,1,24,18,6456,691,0,0,0,0,0,178284,3,0
4,0,0,1,9,28,6457,110396,0,0,0,0,1,197716,3,0
0,0,0,0,10,28,23525,687,0,0,0,0,0,283034,0,0
1,0,0,0,12,15,6459,691,0,0,0,0,0,198517,3,0
0,0,0,0,14,29,20628,696,0,0,0,0,0,280714,0,0
0,0,0,0,28,28,6461,691,0,0,0,0,0,212712,3,0
0,0,0,0,27,28,6462,691,0,0,0,0,0,237954,3,0
0,0,0,0,18,28,6463,691,0,0,0,0,0,181001,3,0
7,0,0,1,22,25,6464,112026,0,0,0,0,0,197166,3,0
1,0,0,0,6,28,6465,691,0,0,0,0,0,212540,3,0
0,0,0,0,9,24,6466,691,0,0,0,0,0,182130,3,0
0,0,0,0,33,3,24996,695,0,0,0,0,0,284318,0,0
0,0,0,0,33,29,6468,691,0,0,0,0,0,212725,3,0
0,0,0,0,7,29,6469,691,0,0,0,0,0,237224,3,0
0,0,0,0,88,28,6470,691,0,0,0,0,0,231997,3,0
0,0,0,0,21,29,6471,691,0,0,0,0,0,228657,3,0
0,0,0,0,3,4,6472,691,0,0,0,0,0,186721,3,0
0,0,0,0,30,29,6473,691,0,0,0,0,0,233267,3,0
0,0,0,0,28,0,6474,693,0,0,0,0,0,207427,3,0
1,0,0,0,2,3,6475,693,0,0,0,0,0,226793,3,0
0,0,0,0,6,28,6476,111651,0,0,0,0,0,200105,3,0
0,0,0,0,66,6,6477,693,0,0,0,0,0,213751,3,0
1,0,0,0,3,7,6478,693,0,0,0,0,0,232049,3,0
5,0,0,1,9,23,6479,693,0,0,0,0,0,212687,3,0
0,0,0,0,16,29,22993,689,0,0,0,0,0,282502,0,0
0,0,0,0,46,9,23480,485,0,0,0,0,0,282989,0,0
12,1,0,1,41,29,6482,62,0,0,0,0,0,210801,3,0
3,0,0,1,8,18,6483,693,0,0,0,0,0,204136,3,0
0,0,0,0,10,29,24379,897,0,0,0,0,0,283701,0,0
0,0,0,0,10,25,6485,693,0,0,0,0,0,235588,3,0
1,0,0,0,29,28,6486,111678,0,0,0,0,0,197838,3,0
0,0,0,0,16,4,6487,693,0,0,0,0,0,231976,3,0
0,0,0,0,5,28,6488,693,0,0,0,0,0,179703,3,0
0,0,0,0,20,28,24984,112828,0,0,0,0,0,284306,0,0
0,0,0,0,29,29,23453,1786,0,0,0,0,0,282962,0,0
0,0,0,0,20,27,6491,693,0,0,0,0,0,237249,3,0
0,0,0,0,18,13,6492,693,0,0,0,0,0,231858,3,0
0,0,0,0,7,29,6493,693,0,0,0,0,0,184847,3,0
0,0,0,0,22,29,6494,693,0,0,0,0,0,226440,3,0
0,0,0,0,15,28,6495,693,0,0,0,0,0,231857,3,0
0,0,0,0,30,29,6496,693,0,0,0,0,0,237250,3,0
0,0,0,0,17,29,6497,693,0,0,0,0,0,226574,3,0
0,0,0,0,14,29,6498,693,0,0,0,0,0,237496,3,0
0,0,0,0,13,29,6499,693,0,0,0,0,0,237920,3,0
0,0,0,0,33,29,6500,693,0,0,0,0,0,237921,3,0
0,0,0,0,34,29,6501,693,0,0,0,0,0,202786,3,0
0,0,0,0,26,29,6502,693,0,0,0,0,0,221622,3,0
0,0,0,0,1,0,6503,694,0,0,0,0,0,16254,3,0
3,0,0,1,94,3,6504,694,0,0,0,0,0,221620,3,0
0,0,0,0,33,4,6505,694,0,0,0,0,0,222027,3,0
1,0,0,0,44,6,6506,694,0,0,0,0,0,226805,3,0
0,0,0,0,2,29,6507,711,0,0,0,0,0,209400,3,0
0,0,0,0,25,29,24363,467,0,0,0,0,0,283685,0,0
0,0,0,0,90,13,6509,694,0,0,0,0,0,208371,3,0
0,0,0,0,28,29,25106,112606,0,0,0,0,0,284428,0,0
1,0,0,0,29,29,6511,100765,0,0,0,0,0,213307,3,0
6,0,0,1,14,24,6512,694,0,0,0,0,0,227998,3,0
0,0,0,0,33,28,21587,112885,0,0,0,0,0,281239,0,0
0,0,0,0,16,29,20606,110591,0,0,0,0,0,280692,0,0
0,0,0,0,16,29,6515,110150,0,0,0,0,0,197164,3,0
0,0,0,0,3,28,6516,694,0,0,0,0,0,221656,3,0
0,0,0,0,2,28,6517,694,0,0,0,0,0,238092,3,0
0,0,0,0,18,28,6518,694,0,0,0,0,0,201940,3,0
1,0,0,0,29,28,6519,694,0,0,0,0,0,216522,3,0
0,0,0,0,21,28,6520,694,0,0,0,0,0,210970,3,0
2,0,0,1,17,29,6521,110636,0,0,0,0,0,177673,3,0
0,0,0,0,45,29,6522,694,0,0,0,0,0,202169,3,0
0,0,0,0,30,29,23477,695,0,0,0,0,0,282986,0,0
1,0,0,0,24,29,6524,694,0,0,0,0,0,237116,3,0
0,0,0,0,28,29,6525,694,0,0,0,0,0,237265,3,0
0,0,0,0,12,29,6526,694,0,0,0,0,0,222070,3,0
0,0,0,0,20,29,6527,694,0,0,0,0,0,237117,3,0
0,0,0,0,1,0,6528,695,0,0,0,0,0,213736,3,0
0,0,0,0,6,3,23288,111138,0,0,0,0,0,282797,0,0
1,0,0,0,24,4,6530,695,0,0,0,0,0,206662,3,0
0,0,0,0,5,29,22070,694,0,0,0,0,0,281722,0,0
0,0,0,0,2,29,23473,166,0,0,0,0,0,282982,0,0
3,0,0,1,23,9,6533,695,0,0,0,0,0,213209,3,0
0,0,0,0,7,11,6534,695,0,0,0,0,0,221860,3,0
2,0,0,1,13,29,6535,242,0,0,0,0,0,221306,3,0
0,0,0,0,33,29,24155,57,0,0,0,0,0,283477,0,0
0,0,0,0,10,18,6537,695,0,0,0,0,0,189153,3,0
11,0,0,1,37,25,6538,695,0,0,0,0,0,215083,3,0
2,0,0,1,9,28,6539,695,0,0,0,0,0,237461,3,0
2,0,0,1,13,28,6540,695,0,0,0,0,0,221657,3,0
0,0,0,0,12,28,6541,695,0,0,0,0,0,221488,3,0
0,0,0,0,26,28,6542,695,0,0,0,0,0,237275,3,0
0,0,0,0,18,28,6543,695,0,0,0,0,0,179685,3,0
0,0,0,0,20,11,20535,112885,0,0,0,0,0,280621,0,0
0,0,0,0,7,10,6545,110326,0,0,0,0,0,200671,3,0
0,0,0,0,25,29,6546,695,0,0,0,0,0,212591,3,0
0,0,0,0,16,29,6547,695,0,0,0,0,0,224569,3,0
0,0,0,0,5,29,6548,695,0,0,0,0,0,231597,3,0
0,0,0,0,3,28,6549,111723,0,0,0,0,0,232019,3,0
0,0,0,0,17,29,6550,695,0,0,0,0,0,236747,3,0
0,0,0,0,28,29,6551,321,0,0,0,0,0,237278,3,0
0,0,0,0,15,29,6552,695,0,0,0,0,0,237218,3,0
0,0,0,0,22,29,6553,695,0,0,0,0,0,237000,3,0
0,0,0,0,19,12,6554,695,0,0,0,0,0,238049,3,0
0,0,0,0,24,0,6555,666,0,0,0,0,0,200463,3,0
0,0,0,0,27,3,23476,698,0,0,0,0,0,282985,0,0
2,0,0,1,29,28,6557,109,0,0,0,0,0,190558,3,0
0,0,0,0,2,28,23475,1906,0,0,0,0,0,282984,0,0
0,0,0,0,15,29,25032,71,0,0,0,0,0,284354,0,0
6,0,0,1,10,29,6560,1530,0,0,0,0,0,209449,3,0
0,0,0,0,15,29,23455,101112,0,0,0,0,0,282964,0,0
0,0,0,0,6,14,6562,696,0,0,0,0,0,199562,3,0
0,0,0,0,33,28,23481,698,0,0,0,0,0,282990,0,0
3,0,0,1,18,16,6564,1854,0,0,0,0,0,237153,3,0
1,0,0,0,11,25,6565,696,0,0,0,0,0,204709,3,0
0,0,0,0,22,28,6566,696,0,0,0,0,0,202495,3,0
0,0,0,0,93,13,6567,696,0,0,0,0,0,190396,3,0
0,0,0,0,4,6,6568,696,0,0,0,0,0,202787,3,0
1,0,0,0,4,29,6569,111140,0,0,0,0,0,226801,3,0
0,0,0,0,1,28,6570,696,0,0,0,0,0,229433,3,0
2,0,0,1,30,28,6571,696,0,0,0,0,0,232148,3,0
1,0,0,0,94,7,6572,696,0,0,0,0,0,219871,3,0
0,0,0,0,19,6,6573,111264,0,0,0,0,0,219461,3,0
0,0,0,0,55,29,6574,696,0,0,0,0,0,239205,3,0
0,0,0,0,19,27,6575,696,0,0,0,0,0,204475,3,0
0,0,0,0,23,29,6576,696,0,0,0,0,0,237260,3,0
0,0,0,0,24,29,6577,696,0,0,0,0,0,237173,3,0
0,0,0,0,21,0,6578,696,0,0,0,0,0,193188,3,0
0,0,0,0,77,29,6579,696,0,0,0,0,0,236903,3,0
0,0,0,0,39,23,6580,696,0,0,0,0,0,227985,3,0
0,0,0,0,41,15,6581,696,0,0,0,0,0,199388,3,0
0,0,0,0,12,0,6582,697,0,0,0,0,0,210711,3,0
0,0,0,0,2,3,6583,697,0,0,0,0,0,204332,3,0
3,0,0,1,5,4,6584,697,0,0,0,0,0,209761,3,0
2,0,0,1,4,6,6585,697,0,0,0,0,0,229879,3,0
0,0,0,0,29,29,20405,688,0,0,0,0,0,280491,0,0
8,0,0,1,7,12,6587,697,0,0,0,0,0,184575,3,0
1,0,0,0,88,13,6588,697,0,0,0,0,0,213557,3,0
0,0,0,0,13,10,20609,111651,0,0,0,0,0,280695,0,0
3,0,0,1,24,16,6590,697,0,0,0,0,0,217606,3,0
6,0,0,1,9,26,6591,166,0,0,0,0,0,170369,3,0
