teamid,playerid,tournamentid,unk1,avg,app,goals,unk2,assists,unk3,yellowcards,redcards,unk6,unk7,cleansheets,unk9,unk10,unk11,unk12,unk13,date1,date2,date3
1932,205361,565,136,57,2,0,0,0,0,0,0,0,2,0,1,0,58,0,0,20210824,20210811,0
1932,281233,565,210,63,2,0,0,0,0,0,0,0,3,0,1,0,70,0,0,20210824,20210811,0
1932,233483,565,210,72,2,2,0,0,0,0,0,0,3,0,1,0,78,257,0,20210824,20210811,0
1932,198437,565,168,65,2,0,0,0,0,0,0,0,2,0,1,0,70,0,0,20210824,20210811,0
1932,228388,565,42,66,1,0,0,0,0,0,0,0,1,0,1,0,66,0,0,20210811,0,0
1932,283394,565,74,67,2,0,0,1,0,1,0,0,1,0,1,0,73,0,0,20210824,20210811,0
357,281965,565,90,69,1,0,0,0,0,0,0,0,1,0,1,0,69,0,0,20210811,0,0
357,213127,565,180,62,2,0,0,0,0,1,0,0,3,0,1,0,71,0,0,20210826,20210811,0
357,282390,565,180,61,2,0,0,0,0,0,0,0,3,0,1,0,70,0,0,20210826,20210811,0
357,283557,565,180,61,2,0,0,0,0,1,0,0,3,0,1,0,71,0,0,20210826,20210811,0
357,283553,565,180,60,2,0,0,0,0,0,0,0,3,0,1,0,67,0,0,20210826,20210811,0
357,236343,565,149,56,2,0,0,0,0,0,0,0,3,0,1,0,58,0,0,20210826,20210811,0
357,216226,565,180,58,2,0,0,0,0,0,0,0,3,0,1,0,67,0,0,20210826,20210811,0
357,221887,565,180,57,2,0,0,0,0,0,0,0,3,0,1,0,65,0,0,20210826,20210811,0
357,283529,565,150,53,2,0,0,0,0,0,0,0,3,0,1,0,57,0,0,20210826,20210811,0
357,193771,565,180,59,2,0,0,0,0,0,0,0,3,0,1,0,65,0,0,20210826,20210811,0
357,206567,565,180,77,2,1,0,1,1,0,0,0,3,0,1,0,93,256,0,20210826,20210811,0
357,238991,565,31,78,1,1,0,0,0,0,0,0,0,0,1,0,78,1,0,20210811,0,0
357,208544,565,30,67,1,0,0,0,0,0,0,0,0,0,1,0,67,0,0,20210811,0,0
1802,283727,565,90,55,1,0,0,0,0,0,0,0,2,0,1,0,55,0,0,20210811,0,0
1802,281077,565,90,56,1,0,0,0,0,0,0,0,2,0,1,0,56,0,0,20210811,0,0
1802,237154,565,90,53,1,0,0,0,0,0,0,0,2,0,1,0,53,0,0,20210811,0,0
1802,222114,565,62,59,1,0,0,0,0,0,0,0,1,0,1,0,59,0,0,20210811,0,0
1802,204459,565,90,62,1,1,0,0,0,0,0,0,2,0,1,0,62,1,0,20210811,0,0
1802,213339,565,90,55,1,0,0,0,0,0,0,0,2,0,1,0,55,0,0,20210811,0,0
1802,189457,565,90,52,1,0,0,0,0,0,0,0,2,0,1,0,52,0,0,20210811,0,0
1802,225708,565,47,57,1,0,0,0,0,0,0,0,1,0,1,0,57,0,0,20210811,0,0
1802,283606,565,90,51,1,0,0,0,0,0,0,0,2,0,1,0,51,0,0,20210811,0,0
1802,281725,565,90,56,1,0,0,0,0,0,0,0,2,0,1,0,56,0,0,20210811,0,0
1802,213120,565,90,59,1,0,0,0,0,0,0,0,2,0,1,0,59,0,0,20210811,0,0
1802,230590,565,43,61,1,0,0,0,0,0,0,0,1,0,1,0,61,0,0,20210811,0,0
1802,282376,565,28,58,1,0,0,0,0,0,0,0,1,0,1,0,58,0,0,20210811,0,0
326,280843,121,565,59,7,1,0,1,0,1,1,0,9,1,6,843199543,44,0,1,20211208,20211123,20211103
17,236316,565,210,67,2,0,0,0,0,0,0,0,1,1,1,0,74,0,0,20211027,20210811,0
17,236315,565,210,67,2,0,0,0,0,0,0,0,1,1,1,0,74,0,0,20211027,20210811,0
17,191648,565,330,68,3,1,0,0,0,1,0,0,2,1,1,0,79,256,0,20211027,20210921,20210811
1,203551,565,180,55,2,0,0,0,0,0,0,0,3,0,2,939524096,54,0,0,20220126,20220112,0
17,216194,565,679,70,8,0,0,1,0,2,0,0,4,1,1,1224736768,70,0,0,20220227,20220125,20220111
17,205990,565,281,64,3,0,0,0,0,0,0,0,2,1,1,0,76,0,0,20211027,20210921,20210811
1,281619,759,443,67,5,0,0,0,0,2,0,0,5,2,26,1241533239,80,0,0,20220301,20220212,20220205
17,192732,565,239,68,3,0,0,0,0,1,0,0,1,1,1,0,72,0,0,20211027,20210921,20210811
17,199434,565,370,70,4,0,0,2,0,0,0,0,2,2,1,0,81,0,0,20211201,20211027,20210921
17,213905,565,435,75,5,3,0,1,2,0,0,0,2,2,1,0,91,0,1,20220227,20211201,20211027
17,280091,565,482,71,7,4,0,0,1,0,1,0,2,1,1,1124073472,72,0,2,20220227,20220125,20220111
17,199576,565,409,68,7,0,0,0,0,0,0,0,2,1,1,1157627904,70,0,0,20220227,20220125,20220111
1480,231751,565,90,49,1,0,0,0,0,0,0,0,2,0,1,0,49,0,0,20210811,0,0
1480,198927,565,47,53,1,0,0,0,0,0,0,0,1,0,1,0,53,0,0,20210811,0,0
1480,184269,565,90,55,1,0,0,0,0,0,0,0,2,0,1,0,55,0,0,20210811,0,0
1480,194937,565,90,55,1,0,0,0,0,0,0,0,2,0,1,0,55,0,0,20210811,0,0
1480,239867,565,90,55,1,0,0,0,0,0,0,0,2,0,1,0,55,0,0,20210811,0,0
1480,280954,565,66,49,1,0,0,0,0,0,0,0,2,0,1,0,49,0,0,20210811,0,0
1480,223917,565,90,52,1,0,0,0,0,0,0,0,2,0,1,0,52,0,0,20210811,0,0
1480,283320,565,90,51,1,0,0,0,0,0,0,0,2,0,1,0,51,0,0,20210811,0,0
1480,282070,565,90,54,1,0,0,0,0,0,0,0,2,0,1,0,54,0,0,20210811,0,0
1480,209475,565,90,50,1,0,0,0,0,0,0,0,2,0,1,0,50,0,0,20210811,0,0
1480,200714,565,90,58,1,0,0,0,0,0,0,0,2,0,1,0,58,0,0,20210811,0,0
1480,240208,565,43,62,1,0,0,0,0,0,0,0,1,0,1,0,62,0,0,20210811,0,0
1480,193932,565,24,68,1,0,0,0,0,0,0,0,0,0,1,0,68,0,0,20210811,0,0
110,198355,565,120,63,1,0,0,0,0,0,0,0,1,0,1,0,63,0,0,20210811,0,0
110,211820,565,240,57,2,0,0,0,0,1,0,0,4,0,1,0,60,0,0,20210922,20210811,0
110,195037,565,307,57,3,0,0,0,0,0,0,0,4,1,1,0,54,0,0,20210922,20210824,20210811
110,183774,565,240,56,2,0,0,0,0,0,0,0,4,0,1,0,58,0,0,20210922,20210811,0
110,202048,565,450,59,4,0,0,0,0,0,0,0,5,1,1,0,59,0,0,20211026,20210922,20210824
110,200443,565,240,57,2,0,0,0,0,0,0,0,4,0,1,0,63,0,0,20210922,20210811,0
110,282419,565,450,59,4,0,0,0,0,0,0,0,5,1,1,0,62,0,0,20211026,20210922,20210824
110,224293,565,421,61,4,1,0,0,1,1,0,0,4,1,1,0,58,0,1,20211026,20210922,20210824
110,228173,565,240,75,2,1,0,1,1,0,0,0,4,0,1,0,65,1,0,20210922,20210811,0
110,192561,565,286,69,3,2,0,0,1,0,0,0,4,0,1,0,73,1,1,20210922,20210824,20210811
110,202799,565,360,68,3,1,0,1,0,0,0,0,4,1,1,0,65,1,0,20210922,20210824,20210811
110,207650,565,143,62,2,0,0,0,0,0,0,0,1,0,1,0,71,0,0,20211026,20210811,0
1961,193186,565,120,61,1,0,0,0,0,0,0,0,1,0,1,0,61,0,0,20210811,0,0
1961,210724,565,120,62,1,0,0,0,0,1,0,0,1,0,1,0,62,0,0,20210811,0,0
1961,282382,565,120,70,1,1,0,0,0,0,0,0,1,0,1,0,70,1,0,20210811,0,0
1961,282162,565,120,58,1,0,0,0,0,0,0,0,1,0,1,0,58,0,0,20210811,0,0
1795,208892,360,43,58,1,0,0,0,0,0,0,0,1,0,1,0,58,0,0,20220131,0,0
1961,221433,565,120,58,1,0,0,0,0,0,0,0,1,0,1,0,58,0,0,20210811,0,0
1961,282642,565,120,63,1,0,0,0,0,0,0,0,1,0,1,0,63,0,0,20210811,0,0
1961,194964,565,120,63,1,0,0,0,0,0,0,0,1,0,1,0,63,0,0,20210811,0,0
1961,282392,565,120,62,1,0,0,0,0,0,0,0,1,0,1,0,62,0,0,20210811,0,0
1961,172904,565,76,72,1,0,0,0,0,0,0,0,0,1,1,0,72,0,0,20210811,0,0
1961,198641,565,65,70,1,0,0,0,0,0,0,0,0,1,1,0,70,0,0,20210811,0,0
1961,281053,565,44,57,1,0,0,0,0,0,0,0,1,0,1,0,57,0,0,20210811,0,0
1961,194319,565,55,63,1,0,0,0,0,0,0,0,1,0,1,0,63,0,0,20210811,0,0
1951,283882,565,390,59,4,0,0,0,0,0,0,0,9,0,1,0,56,0,0,20211026,20210921,20210824
1951,182748,565,390,60,4,0,0,0,0,0,0,0,9,0,1,0,57,0,0,20211026,20210921,20210824
1951,200840,565,300,64,3,0,0,0,0,1,0,0,5,0,1,0,52,0,0,20210921,20210824,20210811
1951,283404,565,390,64,4,1,0,0,0,2,0,0,9,0,1,0,57,1,0,20211026,20210921,20210824
1951,237410,565,390,58,4,0,0,0,0,1,0,0,9,0,1,0,54,0,0,20211026,20210921,20210824
1951,203355,565,275,56,4,0,0,0,0,0,0,0,6,0,1,0,50,0,0,20211026,20210921,20210824
1951,222836,565,273,58,4,1,0,1,0,0,0,0,8,0,1,0,49,0,1,20211026,20210921,20210824
1951,283589,565,372,60,4,0,0,1,0,0,0,0,9,0,1,0,63,0,0,20211026,20210921,20210824
1951,183442,565,390,63,4,1,0,1,1,0,0,0,9,0,1,0,63,0,0,20211026,20210921,20210824
1951,213693,565,319,64,4,2,0,2,0,0,0,0,8,0,1,0,78,256,0,20211026,20210921,20210824
1951,204860,565,390,71,4,2,0,0,1,0,0,0,9,0,1,0,75,256,0,20211026,20210921,20210824
1951,239233,565,201,64,4,1,0,0,0,0,0,0,3,0,1,0,59,0,1,20211026,20210921,20210824
1951,227675,565,102,65,3,0,0,0,0,0,0,0,2,0,1,0,62,0,0,20211026,20210824,20210811
1939,219795,565,120,54,1,0,0,0,0,0,0,0,3,0,1,0,54,0,0,20210811,0,0
1939,282318,565,120,58,1,0,0,0,0,0,0,0,3,0,1,0,58,0,0,20210811,0,0
1939,239847,565,120,57,1,0,0,0,0,0,0,0,3,0,1,0,57,0,0,20210811,0,0
1939,183491,565,65,66,1,0,0,0,0,0,0,0,1,0,1,0,66,0,0,20210811,0,0
1939,193185,565,120,54,1,0,0,0,0,0,0,0,3,0,1,0,54,0,0,20210811,0,0
1939,205201,565,46,65,1,0,0,0,0,0,0,0,1,0,1,0,65,0,0,20210811,0,0
1939,183546,565,120,52,1,0,0,0,0,0,0,0,3,0,1,0,52,0,0,20210811,0,0
1939,186422,565,77,66,1,0,0,0,0,0,0,0,1,0,1,0,66,0,0,20210811,0,0
1939,188540,565,120,66,1,1,0,0,0,0,0,0,3,0,1,0,66,1,0,20210811,0,0
1939,216467,565,120,66,1,0,0,1,0,0,0,0,3,0,1,0,66,0,0,20210811,0,0
1939,202686,565,120,84,1,1,0,1,1,1,0,0,3,0,1,0,84,1,0,20210811,0,0
1939,194958,565,74,60,1,0,0,0,0,0,0,0,2,0,1,0,60,0,0,20210811,0,0
1939,200607,565,55,60,1,0,0,0,0,0,0,0,2,0,1,0,60,0,0,20210811,0,0
1939,190629,565,43,63,1,1,0,0,0,0,0,0,2,0,1,0,63,1,0,20210811,0,0
94,155871,759,2160,57,24,0,0,0,0,0,0,8,46,3,26,4731962,50,0,0,20220301,20220213,20220205
94,284084,759,1890,58,21,0,0,0,0,4,0,0,34,3,26,4536383,54,0,0,20220301,20220213,20220205
94,186352,759,1330,59,15,0,0,1,0,0,1,0,23,1,26,4732989,63,0,0,20220301,20220213,20220205
94,283627,759,2322,58,26,0,0,0,0,1,0,0,43,4,26,4405052,55,0,0,20220301,20220213,20220205
94,199748,759,1669,59,19,1,0,1,0,0,0,0,31,3,23,1060057660,58,0,0,20220202,20220122,20220115
94,283542,759,1590,59,22,2,0,1,2,0,0,0,29,3,26,4337982,53,0,0,20220301,20220213,20220205
94,283932,759,1642,58,23,0,0,2,0,1,0,0,30,3,26,3748414,52,0,0,20220301,20220213,20220205
94,284063,759,1993,56,26,0,0,0,0,2,0,0,34,4,26,3749173,49,0,0,20220301,20220213,20220205
94,282197,759,2202,58,25,5,0,1,2,1,0,0,42,4,26,4930619,49,0,1,20220301,20220213,20220205
94,183706,759,1990,62,23,4,0,0,1,0,0,0,38,3,26,4733256,59,0,0,20220301,20220213,20220205
94,216627,759,1953,63,24,4,0,3,1,5,0,0,37,1,26,5782592,66,1,0,20220301,20220213,20220205
94,222256,759,377,61,14,0,0,0,0,0,0,0,9,0,26,4390979,67,0,0,20220301,20220205,20220122
94,205163,759,152,61,5,0,0,0,0,1,0,0,4,0,11,3932227,52,0,0,20211106,20211023,20211003
109,281111,759,1350,59,15,0,0,0,0,0,0,0,19,1,26,960185393,59,0,0,20220301,20220227,20220213
109,233114,759,2039,61,23,0,0,1,0,5,0,0,26,3,26,960448565,63,0,0,20220301,20220227,20220213
109,225161,759,1723,62,22,0,0,0,0,2,0,0,21,2,26,943409205,64,0,0,20220301,20220227,20220213
109,195861,759,1678,61,20,0,0,0,0,6,1,0,22,1,26,993674550,63,0,0,20220301,20220227,20220213
11,280199,759,102,71,2,1,0,0,0,0,0,0,0,1,22,5373952,61,256,0,20220122,20220103,0
109,226370,759,1637,63,22,4,0,3,3,1,0,0,24,1,26,1094662705,72,0,0,20220301,20220227,20220213
109,199151,759,318,61,4,1,0,0,0,0,0,0,5,0,8,0,59,0,0,20211015,20210828,20210820
109,235210,759,808,62,16,4,0,0,1,1,0,0,14,0,26,977488896,71,1,0,20220301,20220227,20220213
109,6826,759,2167,60,26,1,0,0,1,3,0,0,30,4,26,943410996,68,0,0,20220301,20220227,20220213
109,220633,759,2127,62,24,4,0,2,3,0,0,0,29,2,26,909850933,53,0,0,20220301,20220227,20220213
109,193794,759,1150,65,16,3,0,1,0,2,0,0,14,1,26,0,60,0,0,20220301,20220101,20211227
109,169588,759,701,61,11,1,0,0,0,1,0,0,12,1,17,977421568,54,0,0,20211225,20211218,20211211
109,190558,759,307,58,5,0,0,0,0,1,0,0,5,0,18,3801088,66,0,0,20211227,20211218,20211127
144,284532,759,2340,61,26,0,0,0,1,0,0,7,34,5,26,843396405,54,0,0,20220301,20220226,20220212
144,199633,759,764,62,9,1,0,0,0,2,0,0,9,3,13,876628548,53,0,0,20211128,20211120,20211108
144,208379,759,1710,64,19,3,0,1,1,2,0,0,21,4,26,809973816,55,0,0,20220301,20220226,20220212
144,216271,759,2326,61,26,0,0,0,0,1,0,0,29,5,26,809842485,56,0,0,20220301,20220226,20220212
1795,194138,360,10,62,1,0,0,0,0,0,0,0,1,0,1,0,62,0,0,20220131,0,0
144,208309,759,2189,62,26,2,0,3,0,0,0,0,27,6,26,1011364919,55,0,0,20220301,20220226,20220212
144,175314,759,1412,61,17,1,0,0,1,2,0,0,19,3,23,876040005,49,0,0,20220205,20220122,20220115
144,281130,759,2252,60,26,0,0,2,0,1,0,0,28,5,26,876754231,57,0,0,20220301,20220226,20220212
144,205601,759,1790,66,22,4,0,3,2,1,0,0,21,4,23,993477958,56,0,0,20220205,20220122,20220115
144,183518,759,1596,65,21,2,0,2,1,0,0,0,20,5,26,4194361,65,0,0,20220301,20220212,20220122
144,235883,759,1839,63,23,1,0,1,1,1,0,0,25,3,26,810431029,58,0,1,20220301,20220226,20220212
1960,281410,759,1029,63,18,2,0,3,1,0,0,0,16,2,25,959726895,58,0,0,20220227,20220212,20220205
144,281302,759,962,63,14,1,0,1,0,0,0,0,13,2,26,877658175,58,0,0,20220301,20220226,20220212
1960,209960,759,2160,64,24,0,0,0,2,0,0,20,31,6,26,959592511,66,0,0,20220301,20220227,20220212
1960,222331,759,1717,65,20,2,0,1,0,2,0,0,23,3,26,976369471,71,0,0,20220301,20220227,20220212
1960,198198,759,1702,63,20,0,0,0,0,1,0,0,23,4,26,1026766912,70,0,0,20220301,20220227,20220212
1960,192725,759,2104,64,24,1,0,0,0,6,0,0,26,6,26,942947130,71,0,0,20220301,20220227,20220212
1960,220414,759,1991,64,23,1,0,0,0,0,0,0,23,6,25,859519793,58,0,0,20220227,20220212,20220205
5,204970,759,466,65,17,3,0,0,0,0,0,0,5,0,25,1107296256,62,0,0,20220226,20220219,20220212
1960,284362,759,1988,62,25,2,0,1,0,1,0,0,26,6,26,959461943,69,0,0,20220301,20220227,20220212
1960,221890,759,2058,62,24,0,0,2,0,3,0,0,28,6,26,993081916,65,0,0,20220301,20220227,20220212
1960,215107,759,1931,67,24,6,0,2,2,0,0,0,24,3,26,1278885191,69,256,0,20220301,20220227,20220212
1960,202491,759,147,68,3,0,0,1,1,0,0,0,2,0,26,0,79,0,0,20220301,20220115,20220104
1960,194932,759,421,66,6,1,0,0,0,0,0,0,5,2,26,1056964608,78,1,0,20220301,20220227,20220104
1960,209519,759,1284,64,20,2,0,0,1,1,0,0,18,1,26,1278950732,71,256,0,20220301,20220227,20220212
1960,220031,759,288,64,8,2,0,0,0,0,0,0,5,0,26,0,70,1,0,20220301,20220104,20211127
1799,189908,759,1620,59,18,0,0,0,0,0,0,11,31,2,26,758527290,52,0,0,20220226,20220219,20220213
1799,232805,759,756,56,10,0,0,1,0,0,0,0,15,0,26,875708160,53,0,0,20220226,20220219,20220213
1799,210413,759,1888,60,23,0,0,0,0,3,0,0,26,2,26,976499262,55,0,0,20220226,20220219,20220213
1799,280484,759,1515,58,20,0,0,0,0,2,0,0,23,1,26,825702970,53,0,0,20220226,20220219,20220213
1799,281467,759,2327,60,26,0,0,0,0,0,0,0,32,3,26,892614462,51,0,0,20220226,20220219,20220213
1799,214040,759,882,59,11,1,0,0,1,2,0,0,15,1,26,3816960,56,0,0,20220226,20220213,20220205
1799,216258,759,90,53,1,0,0,0,0,0,0,0,1,0,1,0,53,0,0,20210814,0,0
1799,187735,759,1262,60,17,1,0,1,1,1,0,0,16,1,26,838875392,49,0,0,20220226,20220219,20220205
1799,206304,759,2234,62,26,7,0,3,0,1,0,0,31,3,26,775107907,52,0,0,20220226,20220219,20220213
1799,203038,759,233,57,4,0,0,1,0,0,0,0,5,0,25,63,56,0,0,20220219,20220115,20220101
1799,198683,759,1498,65,19,5,0,1,2,0,0,0,19,1,26,994460226,55,0,1,20220226,20220219,20220213
1799,194644,759,1086,63,16,0,0,0,0,0,1,0,12,2,26,1006633008,60,0,0,20220226,20220219,20220122
1806,282837,759,2160,63,24,0,0,0,0,0,0,9,25,9,26,1296826426,58,0,0,20220226,20220219,20220213
1806,199564,759,2286,64,26,0,0,1,2,3,0,0,25,9,26,1262878780,56,0,0,20220226,20220219,20220213
1806,281235,759,1851,65,22,0,0,1,0,3,0,0,19,7,26,1330315328,53,0,0,20220226,20220219,20220213
1806,199550,759,2208,64,25,0,0,0,0,1,0,0,24,9,26,1330643003,57,0,0,20220226,20220219,20220213
1806,212977,759,2214,63,25,0,0,0,3,4,0,0,24,9,26,1330118717,53,0,0,20220226,20220219,20220213
1806,207537,759,1720,63,20,0,0,0,0,4,1,0,18,7,26,1246101564,57,0,0,20220226,20220219,20220213
1806,280031,759,2090,64,25,2,0,3,1,4,0,0,22,9,26,1213661241,53,0,0,20220226,20220219,20220213
1806,216706,759,2176,64,26,1,0,1,0,1,0,0,22,9,26,1229717567,56,0,0,20220226,20220219,20220213
1806,282186,759,2124,64,26,3,0,1,1,1,0,0,23,7,26,1145503814,55,0,0,20220226,20220219,20220213
1806,219469,759,1448,65,19,5,0,0,2,0,0,0,14,4,26,1012465738,57,0,1,20220226,20220219,20220213
1806,208128,759,1365,67,17,2,0,3,1,1,0,0,14,6,26,1314062406,58,256,0,20220226,20220219,20220213
1806,204289,759,412,62,11,0,0,0,0,0,0,0,3,1,25,956316672,63,0,0,20220219,20220206,20220123
11,281306,759,90,58,1,0,0,0,0,0,0,0,1,0,1,0,58,0,0,20210814,0,0
11,225402,759,1260,61,14,0,0,0,0,3,0,0,20,2,24,4667213,54,0,0,20220205,20220122,20220115
11,189881,759,720,65,8,1,0,0,1,2,0,0,11,1,12,1308622848,47,0,0,20211120,20211106,20211003
11,194957,759,510,62,6,0,0,0,0,1,0,0,6,1,24,79,50,0,0,20220205,20220103,20211224
11,235634,759,720,61,9,1,0,1,1,0,0,0,11,1,24,74,52,0,0,20220205,20220103,20220101
11,231485,759,1767,62,22,0,0,2,1,0,0,0,25,2,25,956301363,71,0,0,20220226,20220212,20220205
11,197242,759,1914,62,25,2,0,0,0,3,0,0,27,5,25,905988145,57,0,0,20220226,20220219,20220212
11,280562,759,180,56,2,0,0,0,0,0,0,0,3,0,15,0,54,0,0,20211211,20210814,0
11,211300,759,1166,62,17,4,0,1,0,0,0,0,19,0,25,973098804,69,1,0,20220226,20220219,20220205
11,178088,759,990,68,11,4,0,4,0,0,0,0,16,1,12,1258304845,46,0,0,20211120,20211106,20211024
11,213642,759,548,67,7,1,0,1,1,0,0,0,8,0,17,3752282,64,0,0,20211224,20211211,20211204
11,195864,759,1108,64,22,5,0,3,2,1,0,0,20,0,25,1056985905,82,256,2,20220226,20220219,20220212
11,192505,759,1625,70,20,7,0,3,2,0,0,0,24,2,25,1140867141,81,1,1,20220226,20220219,20220212
11,205192,759,653,63,13,3,0,1,1,0,0,0,12,0,22,956316729,63,0,0,20220122,20220115,20220101
1796,283840,759,2340,63,26,0,0,0,0,0,0,5,29,6,26,4083008,76,0,0,20220301,20220226,20220213
1799,189908,360,90,54,1,0,0,0,0,0,0,0,2,0,1,0,54,0,0,20220107,0,0
1796,205989,759,810,60,9,0,0,1,1,1,0,0,12,0,22,1056981042,58,0,0,20220122,20220115,20220101
1796,283696,759,990,65,11,0,0,0,0,0,0,0,9,3,26,4214588,75,0,0,20220301,20220226,20220213
1796,206058,759,2028,63,24,0,0,0,1,2,2,0,22,5,26,4149306,77,0,0,20220301,20220226,20220213
1796,231733,759,1472,62,18,1,0,0,0,0,0,0,15,3,26,4738109,75,0,1,20220301,20220226,20220213
1796,281138,759,2139,61,26,0,0,0,0,0,0,0,24,8,26,4081992,72,0,0,20220301,20220226,20220213
1796,169706,759,2099,63,25,2,0,4,1,6,0,0,23,5,26,3866695,78,0,0,20220301,20220226,20220213
1795,172203,759,180,61,2,0,0,0,0,0,0,0,3,1,5,73,49,0,0,20210918,20210815,0
1796,283942,759,1562,67,23,8,0,5,3,0,0,0,17,2,26,4739643,73,0,0,20220301,20220226,20220213
1796,224967,759,2017,68,26,8,0,2,4,1,0,0,21,5,26,4739140,82,256,0,20220301,20220226,20220213
1796,230888,759,534,66,18,1,0,2,1,0,0,0,7,0,26,19002,68,0,0,20220301,20220226,20220205
1796,228382,759,323,62,9,0,0,0,0,0,0,0,6,0,26,4194367,62,0,0,20220301,20220213,20220122
1943,199764,759,1800,58,20,0,0,0,0,0,0,2,28,2,25,3296322,50,0,0,20220226,20220219,20220212
1943,281614,759,2072,60,24,2,0,0,1,6,0,0,33,3,25,3492922,53,0,0,20220226,20220219,20220212
1943,193011,759,1761,61,21,0,0,0,0,3,0,0,26,3,25,3296325,56,0,0,20220219,20220212,20220204
1943,208920,759,2250,62,25,1,0,1,1,2,0,0,35,3,25,3492935,55,0,0,20220226,20220219,20220212
1943,233218,759,1378,58,16,0,0,0,0,2,0,0,23,2,25,3557888,52,0,0,20220226,20220219,20220212
1943,216749,759,927,58,15,2,0,0,0,0,0,0,19,0,25,0,57,0,0,20220226,20220212,20220103
1943,224294,759,1532,58,20,2,0,0,1,1,0,0,26,2,25,3298369,50,0,0,20220226,20220219,20220212
1943,212150,759,1185,58,17,1,0,0,0,1,0,0,22,0,25,3342402,53,0,0,20220226,20220219,20220204
1943,226414,759,1703,61,22,1,0,3,3,0,0,0,25,2,25,4587520,49,0,0,20220226,20220219,20220212
1943,194996,759,1196,63,16,0,0,2,0,2,0,0,19,3,25,3887616,57,0,0,20220226,20220219,20220212
1943,206467,759,2100,66,25,9,0,1,1,3,0,0,31,3,25,3625556,58,1,0,20220226,20220219,20220212
1943,190972,759,636,65,10,0,0,2,1,1,0,0,9,2,16,1312179712,49,0,0,20211218,20211212,20211204
1943,192679,759,111,53,2,0,0,0,0,0,0,0,5,0,2,1023410176,46,0,0,20210821,20210814,0
18,167948,759,900,65,10,0,0,0,0,0,0,4,10,2,26,1174405120,81,0,0,20220226,20220219,20220212
1960,281410,360,44,59,1,0,0,0,0,0,0,0,1,0,1,0,59,0,0,20220118,0,0
18,221491,759,545,61,8,0,0,0,0,2,0,0,7,1,25,3866624,65,0,0,20220219,20220212,20220205
18,280805,759,1633,63,19,0,0,2,0,0,0,0,18,4,26,1325413703,75,0,0,20220226,20220219,20220212
18,232008,759,360,63,4,0,0,0,0,0,0,0,5,0,7,1145176064,52,0,0,20211002,20210925,20210918
18,162240,759,75,57,1,0,0,0,0,0,0,0,1,0,1,0,57,0,0,20210814,0,0
18,232250,759,1243,61,16,0,0,0,0,0,0,0,13,3,18,842940739,52,0,0,20211227,20211225,20211218
18,235619,759,808,65,11,1,0,1,1,0,0,0,9,1,26,68,67,0,0,20220226,20220123,20211227
18,208450,759,1427,64,17,2,0,2,1,0,0,0,17,3,26,1224750671,76,0,0,20220226,20220219,20220212
18,190460,759,2152,67,26,10,0,4,4,0,0,0,26,6,26,1493185863,91,1,1,20220226,20220219,20220212
18,225018,759,1260,66,17,4,0,1,2,1,0,0,12,5,23,4209664,55,0,0,20220205,20220115,20220104
18,209997,759,813,65,10,1,0,0,0,2,0,0,8,3,26,1241530947,75,0,0,20220226,20220219,20220212
18,211117,759,1082,63,23,1,0,2,0,1,0,0,17,1,26,1224736846,87,1,0,20220226,20220219,20220212
1794,202199,360,90,50,1,0,0,0,0,0,0,0,2,0,1,0,50,0,0,20220108,0,0
5,228941,759,263,64,10,0,0,0,0,0,0,0,4,0,25,1006632960,64,0,0,20220226,20220212,20211231
19,203376,759,1030,62,13,0,0,0,0,2,0,0,13,2,26,1312374528,52,0,0,20220301,20220226,20220212
19,281858,759,1532,65,18,1,0,0,0,2,0,0,16,3,23,860045375,59,0,0,20220205,20220123,20220115
19,203485,759,2200,67,25,2,0,1,2,4,0,0,22,7,26,1513831480,52,256,0,20220301,20220226,20220212
19,186801,759,2157,65,25,3,0,1,1,5,0,0,22,7,26,1262041402,55,0,0,20220301,20220226,20220212
19,200054,759,2031,63,25,0,0,3,0,4,0,0,23,4,26,1261779508,51,0,0,20220301,20220226,20220212
19,210930,759,680,59,8,0,0,1,0,0,0,0,9,1,26,1261779764,50,0,0,20220301,20220226,20220212
19,281405,759,410,60,7,0,0,0,0,0,0,0,5,2,25,943800127,64,0,0,20220226,20220212,20220205
19,210583,759,1613,66,21,4,0,3,1,2,0,0,18,5,26,1077232948,55,0,0,20220301,20220226,20220212
19,207441,759,1163,64,17,4,0,0,1,0,0,0,15,1,26,1060716359,55,0,0,20220301,20220226,20220212
19,225028,759,111,60,3,0,0,0,0,0,0,0,3,0,3,1010696192,58,0,0,20210828,20210822,20210814
19,199914,759,133,62,6,0,0,0,0,0,0,0,3,0,25,4405821,64,0,0,20220226,20220205,20220123
9,203042,759,630,66,7,0,0,0,0,0,0,7,10,2,21,0,69,0,0,20220115,20211213,20210918
9,282756,759,52,59,1,0,0,0,0,0,0,0,1,0,1,0,59,0,0,20210814,0,0
9,281615,759,2145,68,25,0,0,1,1,3,0,0,16,12,26,5131776,75,0,0,20220301,20220212,20220205
9,282969,759,1934,70,23,1,0,0,1,2,0,0,11,12,26,5111887,79,0,0,20220301,20220212,20220205
95,234743,360,35,62,1,0,0,0,0,0,0,0,0,0,1,0,62,0,0,20220129,0,0
9,224019,759,2127,67,25,0,0,1,0,3,0,0,14,13,26,5131854,74,0,0,20220301,20220212,20220205
