offset6x,offset5y,offset10x,offset2x,offset2y,offset6y,offset7x,offset3x,offset8x,offset10y,offset3y,offset4x,offset7y,offset0x,offset8y,offset9x,offset5x,offset0y,offset1x,offset4y,offset9y,offset1y,playerid35,defmentality,playerinstruction10_1,playerinstruction3_1,playerid0,playerinstruction1_1,playerid9,customsub0in,playerid36,position10,rightfreekicktakerid,playerinstruction9_2,playerid44,playerid27,playerinstruction9_1,playerinstruction4_2,playerid1,position6,playerinstruction1_2,playerinstruction5_2,playerid38,playerid31,playerid7,playerid20,playerid39,position8,playerid42,playerid48,playerid13,playerid6,customsub0out,playerinstruction7_1,playerid37,buspassing,playerid5,sourceformationid,playerid45,playerinstruction0_2,playerid8,playerid14,playerid46,defteamwidth,playerinstruction8_1,longkicktakerid,playerid12,playerid2,playerinstruction5_1,position5,busdribbling,rightcornerkicktakerid,playerid30,formationaudioid,customsub1in,playerid15,playerid41,playerinstruction6_1,defaggression,playerid47,playerid23,playerid16,playerinstruction6_2,tacticid,customsub1out,playerinstruction10_2,leftcornerkicktakerid,playerinstruction3_2,playerid18,playerid4,playerid40,playerid49,customsub2out,teamid,position2,playerinstruction4_1,playerid22,playerid24,playerid11,playerinstruction8_2,customsub2in,playerid3,captainid,playerinstruction0_1,playerid51,leftfreekicktakerid,position4,playerid25,playerinstruction2_2,playerid33,buspositioning,playerid19,playerid17,ccpositioning,busbuildupspeed,ccshooting,position3,playerid26,ccpassing,playerid50,playerid34,formationfullnameid,penaltytakerid,playerinstruction7_2,playerid32,freekicktakerid,defdefenderline,playerid28,playerid21,playerid10,position0,position9,playerid43,playerid29,position7,cccrossing,position1,playerinstruction2_1
1059481190.0,1058432614.0,1056629064.0,1059900621.0,1041865114.0,1057174323.0,1051931443.0,1051092582.0,1033476506.0,1063675494.0,1041865114.0,1033476506.0,1057174323.0,1056964608.0,1058432614.0,1057719583.0,1064094925.0,1016028201.0,1064094925.0,1045220557.0,1060739482.0,1045220557.0,-1,48,1343488,16,224761,16,280599,-1,-1,25,280599,8,-1,239740,294920,8,239729,13,8,8,-1,282608,239732,211283,-1,16,-1,-1,201498,239731,-1,134220032,-1,67,211626,19,-1,0,281973,189010,-1,64,136611840,280599,239737,229259,136611840,12,45,211626,283221,13,-1,216746,-1,134220032,59,-1,281409,239730,8,0,-1,8,211626,8,239733,239734,-1,-1,-1,420,4,16,234522,280854,228921,8,-1,224302,229259,0,-1,280599,7,234233,8,237563,0,239735,201117,0,70,74,6,203897,69,-1,-1,8,211626,8,282467,221791,0,283902,240141,231147,0,21,-1,283887,15,65,3,16
1051595899.0,1052770304.0,1056947831.0,1059900621.0,1041865114.0,1052770304.0,1064094925.0,1051092582.0,1033476506.0,1063256064.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1056964608.0,1059648963.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,-1,44,294920,16,219509,8,208771,-1,-1,25,223744,8,-1,282597,43008,8,200844,11,8,8,-1,-1,183466,238985,-1,16,-1,-1,210046,206332,-1,136643584,-1,50,202731,4,-1,0,223744,195013,-1,62,136644608,223744,182156,229771,80,9,42,223744,-1,14,-1,202594,-1,320,46,-1,280855,281236,8,0,-1,8,223744,8,239029,218585,-1,-1,-1,422,4,8,232578,282513,225382,8,-1,281974,206332,0,-1,223744,7,139350,8,-1,0,238217,280063,0,50,62,6,283222,46,-1,-1,3,208771,8,-1,223744,0,-1,238219,229770,0,18,-1,-1,12,42,3,16
1051595899.0,1056125747.0,1033476506.0,1059900621.0,1041865114.0,1056125747.0,1056964608.0,1051092582.0,1064094925.0,1062417203.0,1041865114.0,1033476506.0,1059690906.0,1056964608.0,1062417203.0,1056947831.0,1059648963.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,-1,67,2263040,16,183236,8,186136,-1,-1,27,227082,8,-1,281135,262184,8,209244,15,8,8,-1,-1,227082,169191,-1,23,-1,-1,224522,165226,-1,45056,-1,49,281238,11,-1,0,231065,215725,-1,47,1606656,227082,221951,210131,134220032,13,47,227082,209607,6,-1,200428,-1,134220032,67,-1,283223,225873,8,0,-1,8,165226,8,182366,184980,-1,-1,-1,423,4,4,237863,282516,169631,8,-1,226728,184980,0,-1,227082,7,281975,8,-1,0,236379,166713,0,50,66,6,281312,31,-1,-1,4,227082,8,-1,180351,0,280856,206327,193727,0,25,-1,231617,18,77,3,16
1059648963.0,1049414861.0,1053243421.0,1060408970.0,1041865114.0,1057803469.0,1057066949.0,1056964608.0,1051595899.0,1063675494.0,1041865114.0,1049871201.0,1056125747.0,1056964608.0,1057803469.0,1058810102.0,1033476506.0,1016028201.0,1064094925.0,1041865114.0,1062836634.0,1049414861.0,-1,59,1343488,16,229325,4,281976,-1,-1,26,204845,8,-1,-1,67403776,8,232062,13,8,8,-1,-1,206114,240389,-1,15,-1,-1,240390,207580,-1,134221840,-1,50,221665,31,-1,0,204845,239944,-1,31,10496,204845,167497,280610,4,8,41,206114,-1,4,-1,280857,-1,10496,57,-1,283224,226538,8,0,-1,8,204845,8,238343,219950,-1,-1,-1,433,4,16,164478,-1,240386,8,-1,176717,176717,0,-1,204845,6,-1,8,-1,0,240388,226633,0,49,37,5,-1,55,-1,-1,-1,232062,8,-1,10466,0,-1,221511,224330,0,24,-1,-1,14,41,2,1
1051931443.0,1051512013.0,1056947831.0,1060135502.0,1041865114.0,1051512013.0,1064514355.0,1051092582.0,1028443341.0,1063256064.0,1041865114.0,1033476506.0,1059481190.0,1056964608.0,1059481190.0,1057056883.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1060320051.0,1045220557.0,-1,75,100696064,16,186953,8,199792,-1,-1,25,202858,8,-1,229911,134252544,8,199191,11,8,8,-1,-1,202858,225253,-1,16,-1,-1,282631,281446,-1,136611840,-1,37,223030,4,-1,0,224218,282889,-1,65,136611840,224218,280858,178237,320,9,54,202858,-1,14,-1,281455,-1,320,75,-1,282640,193172,8,0,-1,8,202858,8,223135,186648,-1,-1,-1,436,4,8,199772,281714,281977,8,-1,139836,186953,0,-1,202858,7,281459,8,-1,0,226300,237312,0,40,35,6,282768,35,-1,-1,3,224218,8,-1,231887,0,283988,188194,283225,0,18,-1,-1,12,35,3,16
1051595899.0,1056125747.0,1033476506.0,1059900621.0,1041865114.0,1056125747.0,1056964608.0,1051092582.0,1064094925.0,1062417203.0,1041865114.0,1033476506.0,1059690906.0,1056964608.0,1062417203.0,1056947831.0,1059648963.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,-1,45,1607680,16,186838,8,222906,-1,-1,27,204383,8,-1,281237,100696064,8,232920,15,8,8,-1,-1,204383,239538,-1,23,-1,-1,240431,225998,-1,43008,-1,53,231879,11,-1,0,216180,233655,-1,60,2394112,225998,237952,203023,134220032,13,66,204383,-1,6,-1,232687,-1,10496,40,-1,233432,239540,8,0,-1,8,225998,8,232943,203192,-1,-1,-1,445,4,8,233818,280859,140456,8,-1,209024,186838,0,-1,204383,7,237797,8,-1,0,235704,213793,0,49,60,6,281978,40,-1,-1,4,225998,8,-1,204383,0,237208,237504,228111,0,25,-1,-1,18,46,3,16
1051595899.0,1057174323.0,1032536982.0,1059900621.0,1041865114.0,1057174323.0,1056964608.0,1051092582.0,1064151967.0,1062506122.0,1041865114.0,1033476506.0,1060048260.0,1056964608.0,1062435658.0,1056947831.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1063675494.0,1045220557.0,-1,43,2263040,16,227127,4,283227,-1,-1,27,222390,8,-1,200315,67403776,8,222501,15,8,8,-1,-1,212153,239614,-1,23,-1,-1,162130,280860,-1,134252544,-1,69,146947,11,-1,0,222390,189574,-1,42,2263040,193887,282330,210862,134220032,13,58,222390,-1,6,-1,221016,-1,134222080,54,-1,211428,192641,8,0,-1,8,222390,8,185073,283100,-1,-1,-1,448,4,4,206585,212196,224540,8,-1,213581,213581,0,-1,222390,7,281979,8,-1,0,212083,193152,1,73,72,6,209818,64,-1,-1,4,283227,8,-1,177600,0,282872,230869,193887,0,25,-1,233917,18,68,3,16
1059648963.0,1052770304.0,1033476506.0,1060529766.0,1043542835.0,1057139091.0,1051595899.0,1049834291.0,1064094925.0,1062417203.0,1043542835.0,1033476506.0,1057174323.0,1056964608.0,1062417203.0,1056947831.0,1056964608.0,1016028201.0,1064094925.0,1045220557.0,1063433902.0,1045220557.0,-1,44,2263040,16,215985,8,198715,-1,-1,27,212230,8,-1,189263,294920,8,235943,13,8,8,-1,219661,171897,220346,-1,23,-1,-1,189060,219571,-1,10496,-1,53,282685,9,-1,0,236221,226271,-1,40,1345536,212230,188388,280553,320,10,55,212230,281980,6,-1,202113,-1,134220032,51,-1,200896,220355,8,0,-1,8,171897,8,165434,230339,-1,-1,-1,449,4,4,280861,234927,204838,8,-1,193601,171897,0,-1,212230,7,283228,8,-1,0,211037,172553,0,53,40,6,230042,51,-1,-1,7,198715,8,216283,45186,0,177388,222466,212230,0,25,-1,283919,15,55,3,16
1059648963.0,1052582399.0,1033476506.0,1059900621.0,1041865114.0,1057803469.0,1051595899.0,1051092582.0,1064094925.0,1062417203.0,1041865114.0,1033476506.0,1057803469.0,1056964608.0,1062417203.0,1056947831.0,1056964608.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,283274,58,2394112,1,211101,4,199602,-1,282832,27,172522,8,-1,223641,1343488,8,183966,13,8,8,-1,283943,221397,235944,-1,23,-1,-1,199827,172522,-1,134220032,282239,50,225009,9,-1,0,212127,216435,-1,65,2394112,172522,224179,229476,320,10,55,172522,229584,6,-1,228716,-1,134220032,59,-1,239323,283588,8,0,-1,8,172522,8,226773,226727,-1,-1,-1,450,4,16,228707,223853,183068,8,-1,189433,183966,0,-1,172522,7,210214,8,239207,0,217845,205871,0,53,62,6,222572,49,-1,227789,7,199602,8,215531,172522,0,283229,213745,228302,0,25,-1,189484,15,55,3,16
1051726761.0,1052770304.0,1052938076.0,1059900621.0,1041865114.0,1052770304.0,1063688916.0,1051092582.0,1036831949.0,1063301362.0,1041865114.0,1033476506.0,1059481190.0,1056964608.0,1059481190.0,1058810102.0,1059648963.0,1016028201.0,1064094925.0,1045220557.0,1063301362.0,1045220557.0,-1,47,294920,16,183666,4,201403,-1,-1,26,208093,8,-1,211204,1343488,8,231600,11,8,8,-1,-1,236679,155887,-1,16,-1,-1,281981,208230,-1,136480768,-1,70,235945,17,-1,0,224719,280862,-1,59,136480768,208093,240781,201505,80,9,58,224719,-1,10,-1,206038,-1,320,52,-1,282710,282721,8,0,-1,8,235945,8,234032,232755,-1,-1,-1,452,4,4,152996,282683,282443,8,-1,202054,201505,0,-1,208093,7,283230,8,-1,0,229518,281616,1,71,69,6,283839,62,-1,-1,12,208093,8,-1,178085,0,281385,179768,208093,0,24,-1,215441,12,78,3,16
1056964608.0,1057375650.0,1035972955.0,1059900621.0,1041865114.0,1057174323.0,1051595899.0,1051092582.0,1063777835.0,1062720871.0,1041865114.0,1033476506.0,1057338740.0,1056964608.0,1062756103.0,1056947831.0,1059648963.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,-1,47,2263040,16,215316,4,197891,-1,-1,27,169416,8,-1,208330,109051904,8,172316,14,8,8,-1,283637,199823,225567,-1,23,-1,-1,284402,190584,-1,134220032,-1,40,200539,8,-1,0,169416,226736,-1,35,2656256,190584,202335,212602,134222080,13,38,190584,283231,6,-1,212462,-1,134220032,58,-1,230141,226110,8,0,-1,8,169416,8,233738,210243,-1,-1,-1,457,4,4,238126,228780,233231,8,-1,280644,200539,0,-1,169416,7,233486,8,234728,0,240458,190361,0,39,44,6,235590,34,-1,204614,17,169416,8,236846,146482,0,281390,225562,222634,0,25,-1,222358,15,64,3,16
1063675494.0,1051512013.0,1056947831.0,1059900621.0,1041865114.0,1059481190.0,1059481190.0,1051092582.0,1051931443.0,1063256064.0,1041865114.0,1033476506.0,1057174323.0,1056964608.0,1057174323.0,1036429296.0,1056964608.0,1016028201.0,1064094925.0,1045220557.0,1059481190.0,1045220557.0,-1,75,67403776,16,199493,8,221820,-1,-1,25,280595,4,-1,215309,136873984,8,189553,12,8,8,-1,284064,225120,201149,-1,15,-1,-1,192537,280595,-1,134222080,-1,37,236635,2,-1,0,189221,222944,-1,44,134220288,225121,193475,211557,80,10,28,221820,282809,15,-1,281982,-1,136480768,74,-1,238344,240195,4,0,-1,8,280595,8,193796,178297,-1,-1,-1,459,4,4,240201,236492,224189,8,-1,209329,178297,0,-1,280595,7,240021,8,-1,0,225123,220433,0,39,44,6,235385,34,-1,-1,-1,225121,8,283933,168379,0,183519,199158,225121,0,16,-1,283232,13,44,3,16
1059648963.0,1059481190.0,1052938076.0,1059818412.0,1043005964.0,1056125747.0,1051595899.0,1052350874.0,1035100540.0,1063115135.0,1043005964.0,1033476506.0,1056125747.0,1056964608.0,1059481190.0,1058810102.0,1063839911.0,1016028201.0,1064094925.0,1045220557.0,1063076548.0,1045220557.0,283945,47,294920,16,194404,4,207791,-1,283908,26,189513,8,-1,230347,294920,8,192658,13,8,8,228251,280864,189513,230794,159920,16,-1,-1,212476,283017,-1,134222080,233409,37,203362,16,-1,0,139068,211591,-1,42,136480768,189513,220925,170481,136611840,12,53,189513,175379,10,-1,190034,-1,134220032,50,-1,231628,280592,8,0,-1,8,139068,8,215399,210747,-1,-1,-1,461,4,4,229966,237032,236441,8,-1,201305,189513,0,-1,189513,7,231750,8,231640,0,239433,220604,0,39,54,6,234152,34,-1,198329,11,189513,8,234195,189513,0,227565,229991,231638,0,24,-1,209695,15,54,3,16
1051595899.0,1052770304.0,1056847167.0,1059900621.0,1041865114.0,1052770304.0,1064094925.0,1051092582.0,1033476506.0,1063433902.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1056964608.0,1059648963.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,-1,58,294920,16,199575,4,190535,-1,-1,25,190535,8,-1,-1,134252544,8,184990,11,8,8,-1,-1,208621,225699,-1,16,-1,-1,235507,280865,-1,136611840,-1,39,219864,4,-1,0,240261,283233,-1,55,136611840,190535,220638,198474,320,9,49,190535,-1,14,-1,281983,-1,320,41,-1,-1,229515,8,0,-1,8,190535,8,224911,212183,-1,-1,-1,462,4,4,240588,-1,240589,8,-1,199409,198474,0,-1,190535,7,-1,8,-1,0,229517,240289,0,40,55,6,-1,35,-1,-1,3,223578,8,-1,190535,0,-1,231530,223578,0,18,-1,-1,12,55,3,16
1051595899.0,1052770304.0,1056947831.0,1059900621.0,1041865114.0,1052770304.0,1064220754.0,1051092582.0,1034483139.0,1063256064.0,1041865114.0,1033476506.0,1059481190.0,1056964608.0,1059481190.0,1056964608.0,1059648963.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,-1,49,294920,16,222464,4,211234,-1,-1,25,211234,8,-1,-1,134252544,8,283234,11,8,8,-1,-1,202330,238900,-1,16,-1,-1,283907,214332,-1,136480768,-1,50,280866,4,-1,0,188337,224045,-1,67,136480768,202330,283595,219145,80,9,37,211234,-1,14,-1,135742,-1,320,51,-1,215042,216728,8,0,-1,8,188337,8,190501,236508,-1,-1,-1,463,4,4,190799,189338,239963,8,-1,202445,214332,0,-1,211234,7,281984,8,-1,0,219796,230258,0,50,67,6,-1,51,-1,-1,3,211234,8,-1,199416,0,-1,240782,208622,0,18,-1,-1,12,77,3,16
1051931443.0,1052726683.0,1052938076.0,1059900621.0,1041865114.0,1052770304.0,1063675494.0,1051092582.0,1036496404.0,1063675494.0,1041865114.0,1033476506.0,1057915876.0,1056964608.0,1057887355.0,1058810102.0,1059583531.0,1016028201.0,1064094925.0,1045220557.0,1063675494.0,1045220557.0,283914,46,67403776,16,283948,4,192678,-1,280917,26,191076,8,-1,192938,294920,8,229969,11,8,8,-1,282933,191076,235868,-1,16,-1,-1,224309,219391,-1,136873984,189390,68,280867,17,-1,0,204526,221452,-1,57,136480768,280867,283235,210679,80,9,44,219391,212192,10,-1,198705,-1,320,58,-1,237806,229038,8,0,-1,8,191076,8,231280,190143,-1,-1,-1,467,4,4,219730,192615,227290,8,-1,199487,199487,0,-1,191076,7,225926,8,284423,0,229412,211241,0,69,67,6,233588,68,-1,283937,12,194879,8,205630,175379,0,232229,237212,194879,0,24,-1,281985,12,64,3,16
1064514355.0,1051512013.0,1056947831.0,1059900621.0,1041865114.0,1059481190.0,1059481190.0,1051092582.0,1051931443.0,1063256064.0,1041865114.0,1033476506.0,1057174323.0,1056964608.0,1057174323.0,1032469873.0,1056964608.0,1016028201.0,1064094925.0,1045220557.0,1059481190.0,1045220557.0,-1,47,16809992,16,191628,4,235515,-1,-1,25,198145,8,-1,-1,138610688,8,235753,12,8,8,-1,-1,219808,236509,-1,15,-1,-1,190747,205424,-1,134220032,-1,38,190971,2,-1,0,199977,214955,-1,38,10496,198145,283925,281069,80,10,54,219808,-1,15,-1,233512,-1,136611840,31,-1,281986,236548,8,0,-1,8,205424,8,237438,189571,-1,-1,-1,472,4,4,212087,281427,219455,8,-1,282694,190971,0,-1,198145,7,283236,8,-1,0,237910,199101,1,40,55,6,203766,35,-1,-1,-1,198145,8,-1,198164,0,-1,237442,198145,0,16,-1,-1,13,55,3,16
1051595899.0,1052770304.0,1056947831.0,1059900621.0,1041865114.0,1052770304.0,1064094925.0,1051092582.0,1033476506.0,1063675494.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1056964608.0,1059430859.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,-1,43,294920,16,193314,4,235971,-1,-1,25,196942,8,-1,-1,43008,8,191222,11,8,8,-1,-1,192634,283237,-1,16,-1,-1,240722,196942,-1,135563264,-1,70,204450,4,-1,0,204474,238289,-1,51,136480768,196942,211057,215314,320,9,59,196942,-1,14,-1,281987,-1,320,53,-1,-1,219180,8,0,-1,8,196942,8,224981,204213,-1,-1,-1,477,4,4,-1,-1,280869,8,-1,193909,196942,0,-1,196942,7,-1,8,-1,0,281191,205089,0,72,61,6,-1,63,-1,-1,3,205158,8,-1,50429,0,-1,282707,205158,0,18,-1,-1,12,59,3,16
1051726761.0,1052441471.0,1052938076.0,1060529766.0,1041865114.0,1052441471.0,1064094925.0,1049834291.0,1033476506.0,1063256064.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1058810102.0,1059648963.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,-1,66,294920,16,224003,8,281423,-1,-1,26,206651,8,-1,-1,294920,8,228790,11,8,8,-1,-1,206651,228456,-1,16,-1,-1,213559,280596,-1,136611840,-1,66,208137,17,-1,0,237170,28,-1,63,136480768,206651,283238,189472,80,9,73,206651,-1,10,-1,170569,-1,576,63,-1,-1,281988,8,0,-1,8,206651,8,232430,204876,-1,-1,-1,479,4,4,-1,-1,164471,8,-1,280870,206651,0,-1,206651,7,-1,8,-1,0,238461,183280,0,66,69,6,-1,77,-1,-1,12,206651,8,-1,206651,0,-1,157481,189857,0,24,-1,-1,12,43,3,16
1051595899.0,1052770304.0,1056947831.0,1059900621.0,1041865114.0,1052770304.0,1064094925.0,1051092582.0,1033476506.0,1063256064.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1056964608.0,1059583531.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,-1,48,294920,16,235999,8,231873,-1,-1,25,214026,8,-1,-1,134252544,8,283239,11,8,8,-1,-1,203528,239315,-1,16,-1,-1,226103,280871,-1,135825408,-1,53,282724,4,-1,0,235997,282688,-1,70,136480768,282724,281398,158375,320,9,53,214026,-1,14,-1,282709,-1,320,59,-1,283946,281989,8,0,-1,8,214026,8,282725,214026,-1,-1,-1,480,4,8,185149,-1,283896,8,-1,281421,158375,0,-1,214026,7,-1,8,-1,0,282698,190283,0,51,70,6,-1,59,-1,-1,3,282724,8,-1,159172,0,-1,214136,235781,0,18,-1,-1,12,53,3,16
1063675494.0,1051797225.0,1056947831.0,1059716071.0,1042656998.0,1057954464.0,1059481190.0,1052072372.0,1051931443.0,1063256064.0,1042771083.0,1033476506.0,1057174323.0,1056964608.0,1057174323.0,1036831949.0,1056964608.0,1016028201.0,1064094925.0,1045220557.0,1057954464.0,1045220557.0,-1,58,294920,16,282717,4,223061,-1,-1,25,199451,8,-1,186156,136480768,8,216189,12,8,8,-1,-1,239232,281990,-1,15,-1,-1,178562,236920,-1,134220032,-1,36,187936,2,-1,0,221363,199110,-1,61,134220032,221363,179645,283936,288,10,50,236920,-1,15,-1,220440,-1,136611840,47,-1,234033,187688,8,0,-1,8,223061,8,284429,283240,-1,-1,-1,481,4,4,236028,231320,223952,8,-1,281477,187936,0,-1,199451,7,224461,8,-1,0,224297,227476,0,36,31,6,221014,31,-1,-1,-1,199451,8,-1,199451,0,183892,280872,199451,0,16,-1,182043,13,31,3,16
1059648963.0,1059481190.0,1052938076.0,1059900621.0,1041865114.0,1056125747.0,1051595899.0,1051092582.0,1035825316.0,1063256064.0,1041865114.0,1033476506.0,1056125747.0,1056964608.0,1059481190.0,1058810102.0,1063969096.0,1016028201.0,1064094925.0,1045220557.0,1063219154.0,1045220557.0,213331,48,294920,16,178750,4,210287,-1,226385,26,222737,8,-1,221564,294920,8,180216,13,8,8,-1,283241,188879,236940,-1,16,-1,-1,226456,206545,-1,10496,190520,49,222737,16,-1,0,206225,199069,-1,56,136480768,222737,202935,216778,136479744,12,38,206545,230681,10,-1,281891,-1,134220032,32,-1,231866,223817,8,0,-1,8,222737,8,281412,205566,-1,-1,-1,483,4,4,235961,231749,146296,8,-1,283928,206545,0,-1,222737,7,231601,8,233419,0,237022,280873,1,51,56,6,224164,32,-1,283930,11,216816,8,282701,184120,0,219637,235970,216816,0,24,-1,142959,15,38,3,16
1052266988.0,1051512013.0,1053273620.0,1059900621.0,1041865114.0,1052226722.0,1064094925.0,1051297264.0,1033476506.0,1063256064.0,1041576545.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1058642330.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045361485.0,218359,76,67403776,16,158777,8,177666,-1,280506,26,158905,8,-1,239775,17858560,8,227873,11,8,8,225021,230168,219953,201526,237995,16,201363,-1,203979,158905,-1,135825408,225114,73,282989,17,-1,0,212807,205044,-1,35,136480768,201956,193420,188234,80,9,45,158905,224425,10,-1,200752,228295,320,65,-1,239330,203590,8,0,-1,8,282989,8,213777,205934,232381,-1,-1,485,4,8,234727,239333,199074,8,-1,201956,158777,0,-1,158905,7,237884,8,281303,0,192128,200212,0,70,72,6,239332,69,-1,225880,12,177666,8,198190,158905,0,236553,233969,189169,0,24,-1,225368,12,45,3,16
1051931443.0,1051512013.0,1056947831.0,1059900621.0,1041865114.0,1051512013.0,1064094925.0,1051092582.0,1033476506.0,1063256064.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1056964608.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,-1,45,294920,16,213573,4,228638,-1,-1,25,200255,8,-1,-1,134252544,8,238660,11,8,8,-1,-1,200255,239196,-1,16,-1,-1,238656,238659,-1,136611840,-1,50,231424,4,-1,0,222838,222620,-1,47,136611840,200255,176383,235939,320,9,48,200255,-1,14,-1,281991,-1,80,64,-1,280874,183437,8,0,-1,8,200255,8,188399,183559,-1,-1,-1,487,4,8,239925,283242,199248,8,-1,216709,216709,0,-1,200255,7,237342,8,-1,0,239745,218873,0,51,47,6,226216,64,-1,-1,3,231424,8,-1,200255,0,-1,238652,238655,0,18,-1,-1,12,48,3,16
1051931443.0,1051512013.0,1053273620.0,1059900621.0,1041865114.0,1051512013.0,1064094925.0,1051092582.0,1033476506.0,1063256064.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1058642330.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,-1,46,67403776,2,211946,8,193851,-1,-1,26,186415,8,-1,-1,268730368,8,216288,11,8,8,-1,-1,224090,228818,-1,16,-1,-1,184474,204333,-1,136611840,-1,52,193896,17,-1,0,186415,205447,-1,69,136595456,193896,169243,218656,320,9,77,186415,-1,10,-1,212242,-1,320,31,-1,238628,238684,8,0,-1,8,186415,8,234416,235207,-1,-1,-1,492,4,8,212352,238629,230534,8,-1,199267,193851,0,-1,193851,7,-1,8,-1,0,204154,239746,0,50,69,6,-1,31,-1,-1,12,189607,8,-1,169243,0,-1,238633,189607,0,24,-1,-1,12,37,3,16
1059481190.0,1051512013.0,1033476506.0,1059900621.0,1041865114.0,1057174323.0,1051931443.0,1051092582.0,1064094925.0,1062417203.0,1041865114.0,1033476506.0,1057174323.0,1056964608.0,1062417203.0,1056947831.0,1056964608.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,-1,68,2394112,16,209193,4,238694,-1,-1,27,225875,8,-1,-1,294920,8,225875,13,8,8,-1,-1,211746,236796,-1,23,-1,-1,191251,211840,-1,134220288,-1,37,283244,9,-1,0,210477,234385,-1,57,2263040,225875,206605,280876,320,10,51,225875,-1,6,-1,177488,-1,134220032,57,-1,212000,234388,8,0,-1,8,211872,8,240342,211872,-1,-1,-1,503,4,8,280633,281993,198019,8,-1,234381,211840,0,-1,225875,7,282503,8,-1,0,239444,234383,0,37,57,6,-1,37,-1,-1,7,211746,8,-1,225875,0,-1,280732,213301,0,25,-1,-1,15,57,3,16
1051931443.0,1057174323.0,1032255124.0,1056964608.0,1041865114.0,1057174323.0,1033476506.0,1051092582.0,1064297929.0,1063256064.0,1041865114.0,1064094925.0,1058432614.0,1056964608.0,1063256064.0,1056947831.0,1059481190.0,1016028201.0,1059900621.0,1058432614.0,1062836634.0,1041865114.0,-1,67,2263040,16,182520,16,229949,-1,-1,27,280877,8,-1,-1,268730368,8,228508,15,8,8,-1,-1,216269,235237,-1,23,-1,-1,239481,197376,-1,136857600,-1,70,281222,25,-1,0,229271,216260,-1,48,2394112,280877,227897,207660,134220032,13,78,280877,-1,0,-1,211745,-1,134220032,68,-1,204322,282498,8,0,-1,8,281222,8,219449,280877,-1,-1,-1,506,5,136857600,235352,281102,283245,8,-1,220878,182520,0,-1,280877,12,283670,8,-1,0,281994,101488,0,67,61,6,226098,62,-1,-1,2,229271,8,-1,234281,0,-1,239480,223595,0,25,-1,-1,16,38,4,16
1059648963.0,1049414861.0,1053273620.0,1059900621.0,1041865114.0,1057803469.0,1056964608.0,1056964608.0,1051595899.0,1063256064.0,1041865114.0,1051092582.0,1057174323.0,1056964608.0,1057709516.0,1058642330.0,1033476506.0,1016028201.0,1064094925.0,1041865114.0,1063256064.0,1049414861.0,-1,58,294920,16,238699,8,238806,-1,-1,26,192437,8,-1,-1,294920,8,211915,13,8,8,-1,-1,281207,224094,-1,15,-1,-1,238805,224180,-1,134220032,-1,72,205438,31,-1,0,192437,209964,-1,37,134220032,192437,212114,211702,8,8,37,192437,-1,4,-1,200475,-1,134220288,47,-1,193645,238701,8,0,-1,8,192437,8,238803,231405,-1,-1,-1,507,4,16,281995,283246,201251,8,-1,239094,211702,0,-1,192437,6,283686,8,-1,0,238702,238700,0,72,75,5,-1,63,-1,-1,-1,226507,8,-1,192437,0,-1,239911,226507,0,24,-1,-1,14,37,2,16
