growthdate,injurydate,initialcurveoffset,playerid,injuryduration
9132,0,-4,184040,0
7294,0,22,184058,0
9128,0,6,184065,0
8958,0,332,283677,0
9139,0,7,184071,0
9134,0,13,184082,0
9125,0,11,184083,0
8505,0,6,184084,0
9131,0,261,283622,0
9134,0,23,184087,0
9122,0,6,184089,0
9140,0,-15,184111,0
8126,0,297,281386,0
9126,0,6,184124,0
9149,0,4,184133,0
9128,0,0,184134,0
8958,0,227,283832,0
8083,0,19,184139,0
9145,0,-11,184143,0
9139,0,4,184144,0
8495,0,17,184148,0
9122,0,0,184154,0
8312,0,15,184167,0
8311,0,40,184183,0
9146,0,14,184190,0
9140,0,0,184200,0
9124,0,-2,184218,0
9130,0,-21,184220,0
7668,0,12,184222,0
9131,0,5,184229,0
9146,0,6,184237,0
9148,0,-9,184242,0
9134,0,-5,184249,0
7294,0,22,184254,0
9130,0,-119,184255,0
7903,0,36,184261,0
9122,0,6,184266,0
9137,0,6,184267,0
9144,0,15,184269,0
9149,0,-1,184271,0
9142,0,0,184273,0
9148,0,21,184274,0
8487,0,3,184282,0
8542,0,318,282481,0
8958,0,284,283976,0
9147,0,6,184287,0
9125,0,24,184288,0
9138,0,0,184292,0
9128,0,-7,184300,0
9128,0,-2,184312,0
8958,0,257,283768,0
8126,0,306,281258,0
7294,0,29,184331,0
8958,0,277,284502,0
7294,0,47,184338,0
8542,0,246,282562,0
9144,0,250,283767,0
9131,0,-5,184344,0
9126,0,-16,184352,0
9137,0,11,184376,0
9123,0,10,184383,0
8483,0,-34,184387,0
9145,0,-3,184392,0
7891,0,21,184397,0
9140,0,-6,184401,0
9144,0,-5,184407,0
9140,0,7,184417,0
8542,0,260,282811,0
9138,0,6,184431,0
7897,0,16,184432,0
8496,0,11,184436,0
9144,0,-1,184456,0
9121,0,-4,184457,0
8958,0,272,283886,0
9149,0,-6,184466,0
9125,0,-23,184467,0
9142,0,-6,184469,0
9124,0,-6,184471,0
9136,0,281,283962,0
9137,0,8,184473,0
9148,0,-4,184474,0
8093,0,61,184477,0
9137,0,-5,184480,0
9125,0,2,184482,0
9128,0,-4,184484,0
9147,0,-3,184492,0
9135,0,4,184501,0
8958,0,226,283621,0
9140,0,26,184512,0
9150,0,0,184515,0
9149,0,5,184518,0
8958,0,373,283704,0
9134,0,3,184527,0
9129,0,233,283975,0
8712,0,262,282750,0
9136,0,5,184575,0
9130,0,10,184585,0
9134,0,-1,184587,0
8958,0,294,283525,0
9134,0,295,283831,0
9150,0,1,184614,0
9149,0,7,184624,0
9130,0,0,184626,0
9124,0,10,184630,0
9144,0,-1,184635,0
9122,0,-15,184643,0
9141,0,31,184657,0
9128,0,-2,184664,0
9150,0,-6,184678,0
9141,0,277,281728,0
9123,0,255,283620,0
9125,0,5,184707,0
9146,0,2,184714,0
9129,0,0,184716,0
9130,0,-6,184726,0
9136,0,-2,184747,0
9142,0,0,184749,0
8542,0,300,282369,0
8958,0,343,283713,0
9123,0,-5,184763,0
7294,0,46,184764,0
9140,0,294,283013,0
9145,0,-5,184777,0
7468,0,14,184781,0
8958,0,272,283703,0
9137,0,1,184801,0
9128,0,7,184807,0
9135,0,-3,184815,0
8542,0,323,283043,0
9139,0,13,184819,0
8542,0,225,282999,0
9141,0,5,184826,0
8958,0,239,284305,0
9139,0,2,184836,0
7460,0,27,184843,0
9132,0,2,184847,0
9132,0,1,184873,0
9142,0,-6,184878,0
9128,0,-3,184881,0
9150,0,8,184885,0
9143,0,7,184895,0
8542,0,340,283084,0
9138,0,5,184925,0
7294,0,20,184926,0
9125,0,265,284374,0
9133,0,5,184935,0
9122,0,-3,184941,0
9137,0,-4,184942,0
9149,0,21,184944,0
9124,0,17,184949,0
8542,0,275,282865,0
9141,0,6,184980,0
9137,0,-4,184982,0
9131,0,7,184988,0
9149,0,3,184990,0
9135,0,6,185010,0
9123,0,-1,185018,0
8542,0,335,282694,0
9124,0,11,185020,0
7294,0,21,185038,0
7710,0,252,280622,0
8542,0,277,282810,0
9124,0,0,185068,0
9145,0,5,185072,0
9135,0,15,185073,0
8958,0,220,284407,0
9133,0,6,185090,0
8958,0,292,284018,0
9128,0,-16,185108,0
9137,0,-7,185109,0
8126,0,338,281327,0
9139,0,-11,185119,0
9134,0,-3,185120,0
8079,0,21,185122,0
9142,0,0,185129,0
9149,0,1,185132,0
8542,0,281,282693,0
9144,0,0,185144,0
7294,0,22,185149,0
9131,0,1,185163,0
8542,0,277,282368,0
7294,0,48,185170,0
9132,0,6,185171,0
7471,0,32,185172,0
9124,0,0,185174,0
7294,0,21,185181,0
8542,0,327,282614,0
8542,0,274,282634,0
8958,0,196,284168,0
9131,0,5,185205,0
8958,0,308,284167,0
9144,0,-4,185226,0
7479,0,35,185239,0
9125,0,262,281725,0
9146,0,283,282809,0
9136,0,4,185256,0
8126,0,269,281453,0
9125,0,-10,185265,0
8500,0,228,281474,0
8302,0,6,185291,0
7891,0,38,185316,0
9141,0,6,185349,0
9138,0,-6,185373,0
9130,0,282,284541,0
8958,0,318,283795,0
9139,0,6,185405,0
8502,0,-18,185422,0
9132,0,-5,185427,0
9149,0,5,185431,0
9141,0,13,185438,0
9125,0,15,186098,0
7294,0,35,186101,0
9124,0,4,186103,0
9132,0,8,186112,0
9135,0,1,186115,0
9123,0,-32,186116,0
9122,0,-3,186117,0
8542,0,212,282367,0
9150,0,2,186126,0
9148,0,3,186127,0
9126,0,19,186130,0
9136,0,-5,186132,0
9124,0,-3,186135,0
9141,0,-2,186136,0
9123,0,-18,186139,0
9126,0,-2,186140,0
8075,0,22,186143,0
9128,0,-4,186146,0
8734,0,-21,186147,0
7654,0,19,186148,0
9133,0,23,186152,0
8495,0,12,186153,0
9124,0,-11,186154,0
9137,0,1,186156,0
8072,0,47,186158,0
9131,0,3,186161,0
8295,0,31,186172,0
9144,0,-25,186190,0
7294,0,25,186197,0
9139,0,-11,186198,0
9134,0,-2,186200,0
9130,0,-6,186238,0
8126,0,295,281378,0
9140,0,-1,186267,0
8958,0,341,283450,0
9131,0,-12,186272,0
9121,0,-2,186274,0
9147,0,280,283854,0
9144,0,254,284333,0
8958,0,316,284332,0
9145,0,-1,186305,0
9147,0,5,186307,0
9150,0,12,186330,0
9144,0,-12,186345,0
9136,0,0,186347,0
9134,0,-6,186351,0
7458,0,48,186352,0
9136,0,21,186355,0
8958,0,310,284331,0
9122,0,-2,186384,0
9133,0,-1,186385,0
9123,0,-13,186392,0
9137,0,2,186395,0
9149,0,2,186405,0
9140,0,-4,186414,0
9148,0,12,186415,0
9138,0,-187,186422,0
9123,0,0,186449,0
9135,0,5,186450,0
9126,0,2,186452,0
9134,0,0,186453,0
9121,0,9,186456,0
9122,0,-15,186494,0
9134,0,7,186502,0
9129,0,5,186503,0
8720,0,0,186507,0
9140,0,-25,186508,0
9122,0,2,186511,0
8958,0,272,284330,0
7873,0,21,186519,0
7661,0,25,186521,0
9128,0,244,284017,0
8958,0,335,284366,0
8958,0,272,284365,0
8958,0,234,284401,0
9142,0,3,186536,0
9133,0,5,186537,0
8126,0,305,281088,0
8305,0,21,186547,0
9139,0,5,186551,0
9151,0,5,186556,0
9125,0,-6,186558,0
9150,0,14,186559,0
9122,0,6,186561,0
9148,0,-10,186562,0
9125,0,-9,186565,0
9139,0,4,186567,0
7478,0,17,186569,0
9139,0,-5,186572,0
9123,0,0,186578,0
8542,0,293,283069,0
9127,0,-7,186589,0
9129,0,-3,186590,0
9139,0,1,186595,0
9139,0,-6,186598,0
7294,0,44,186611,0
9134,0,4,186614,0
9135,0,10,186627,0
8958,0,258,284364,0
8958,0,335,284482,0
9123,0,12,186648,0
8126,0,334,281473,0
9143,0,3,186651,0
9149,0,0,186655,0
9142,0,15,186666,0
8958,0,291,284363,0
8542,0,320,282965,0
9145,0,-3,186680,0
9121,0,-5,186681,0
9128,0,1,186682,0
9140,0,29,186684,0
9121,0,6,186687,0
8079,0,31,186695,0
8126,0,320,281744,0
9130,0,5,186721,0
9124,0,7,186722,0
8126,0,229,281743,0
8542,0,195,282808,0
9136,0,1,186748,0
9130,0,2,186751,0
9143,0,-21,186752,0
8542,0,336,282655,0
8958,0,383,284481,0
9123,0,4,186763,0
9126,0,0,186769,0
9145,0,-4,186776,0
9139,0,-4,186781,0
9123,0,7,186783,0
9124,0,8,186788,0
9140,0,0,186801,0
9142,0,3,186805,0
9144,0,302,282942,0
9135,0,265,282997,0
8542,0,294,282633,0
9135,0,-3,186832,0
9132,0,60,186838,0
9128,0,4,186839,0
9123,0,192,281366,0
9132,0,-2,186849,0
8958,0,332,283712,0
9140,0,27,186876,0
9125,0,16,186881,0
9130,0,1,186882,0
8080,0,39,186884,0
9121,0,289,283036,0
9121,0,1,186905,0
9135,0,213,283676,0
9133,0,-3,186935,0
9140,0,231,283675,0
7294,0,27,186941,0
9135,0,-8,186942,0
7294,0,18,186953,0
9135,0,-6,186961,0
9138,0,-3,186979,0
9144,0,6,186982,0
8906,0,4,186990,0
9138,0,13,186992,0
9122,0,5,186993,0
7667,0,20,186998,0
9145,0,-6,186999,0
9131,0,6,187004,0
7477,0,33,187013,0
9145,0,7,187014,0
9148,0,-1,187028,0
7468,0,40,187029,0
8297,0,23,187033,0
7879,0,15,187035,0
9144,0,-10,187038,0
9140,0,-6,187042,0
9141,0,-17,187043,0
9130,0,-5,187047,0
9121,0,-2,187051,0
9143,0,7,187052,0
9132,0,-5,187072,0
8126,0,251,281707,0
9138,0,-5,187076,0
9123,0,-7,187077,0
8291,0,51,187083,0
8958,0,295,284411,0
8483,0,-13,187093,0
9141,0,2,187110,0
9136,0,-8,187113,0
7895,0,20,187132,0
9137,0,14,187144,0
9125,0,-4,187150,0
8483,0,22,187154,0
9141,0,-28,187157,0
9142,0,227,284501,0
8542,0,292,283083,0
9142,0,6,187180,0
7294,0,65,187193,0
9142,0,10,187205,0
8542,0,308,282966,0
8310,0,11,187208,0
8917,0,5,187218,0
9139,0,2,187225,0
9145,0,0,187238,0
9140,0,-5,187246,0
9150,0,4,187259,0
8958,0,278,284329,0
7477,0,18,187275,0
9143,0,7,187279,0
9130,0,1,187296,0
7877,0,33,187298,0
9147,0,-3,187313,0
9122,0,20,187324,0
9136,0,7,187334,0
9136,0,-3,187335,0
9145,0,1,187337,0
9147,0,-3,187339,0
8958,0,365,284500,0
9129,0,5,187347,0
9144,0,5,187350,0
8958,0,200,284328,0
8542,0,241,282646,0
9126,0,265,282645,0
9125,0,10,187421,0
8542,0,298,283082,0
9141,0,-6,187456,0
9140,0,17,187457,0
9139,0,245,282972,0
9151,8413,3,187489,15
9150,0,-7,187491,0
8542,0,330,282644,0
9121,0,18,187517,0
9145,0,6,187528,0
9141,0,6,187533,0
7294,0,37,187535,0
9127,0,8,187550,0
7481,0,25,187554,0
9148,0,24,187570,0
9141,0,4,187586,0
8958,0,303,283853,0
9137,0,-2,187589,0
9149,0,-13,187590,0
8293,0,22,187598,0
9143,0,1,187601,0
9147,0,3,187602,0
9145,0,5,187605,0
9131,0,2,187607,0
9136,0,19,187620,0
8958,0,317,284327,0
9124,0,235,282807,0
9148,0,-2,187652,0
7484,0,50,187655,0
8496,0,12,187658,0
8542,0,248,282643,0
8958,0,320,283852,0
9147,0,7,187666,0
9127,0,2,187671,0
9137,0,-7,187688,0
9131,0,3,187701,0
9131,0,0,187702,0
8542,0,296,282971,0
9145,0,-3,187722,0
9122,0,-2,187735,0
9133,0,1,187736,0
9134,0,0,187754,0
9144,0,282,283711,0
9124,0,-2,187761,0
9136,0,0,187782,0
8542,0,297,282514,0
9123,0,-10,187796,0
7664,0,43,187797,0
8958,0,276,284178,0
8304,8409,14,187818,43
9146,0,3,187831,0
8720,0,-3,187857,0
7888,0,15,187858,0
7294,0,39,187878,0
8126,0,243,281607,0
9150,0,4,187898,0
8542,0,301,282732,0
8958,0,258,283961,0
8958,0,302,283960,0
9137,0,-29,187924,0
9151,0,2,187925,0
8126,0,321,281755,0
9137,0,9,187936,0
8958,0,197,283619,0
8542,0,247,283022,0
9148,0,7,187940,0
9133,0,-4,187942,0
8958,0,332,283885,0
9145,0,-1,187961,0
8542,0,331,282613,0
8126,0,312,281326,0
8958,0,319,283618,0
9147,0,5,187993,0
9139,0,-5,188000,0
9141,0,1,188005,0
8911,0,65,188017,0
8958,0,246,283766,0
7294,0,233,188033,0
9122,0,2,188038,0
8958,0,290,284062,0
9149,0,-5,188045,0
9126,0,23,188076,0
9141,0,-4,188086,0
8710,0,-43,188091,0
9122,0,-8,188103,0
9151,0,-8,188107,0
9133,0,286,282692,0
9139,0,11,188130,0
9122,0,267,282779,0
9128,0,-2,188135,0
9131,0,-21,188152,0
9131,0,-12,188154,0
9149,0,3,188155,0
8958,0,317,283777,0
9137,0,0,188166,0
8958,0,316,283524,0
9141,0,16,188177,0
9150,0,251,283523,0
9129,0,12,188182,0
9123,0,4,188194,0
8958,0,278,284061,0
8542,0,304,282806,0
9144,0,-4,188202,0
9123,0,281,281174,0
9121,0,-7,188232,0
9141,0,-4,188234,0
9128,9249,10,188253,36
9144,0,-6,188257,0
9129,0,1,188261,0
8958,0,204,284060,0
9129,0,26,188270,0
9146,0,0,188271,0
8958,0,243,284402,0
9121,0,-14,188278,0
9145,0,-13,188289,0
8126,0,358,281211,0
8542,0,181,283021,0
8958,0,253,283617,0
9150,0,-5,188313,0
9139,0,7,188316,0
8542,0,304,282561,0
9129,0,-2,188335,0
8078,0,27,188336,0
9150,0,1,188337,0
8958,0,303,283674,0
9147,0,4,188350,0
9139,0,-6,188352,0
9127,0,-6,188375,0
9135,0,-2,188377,0
9128,0,-1,188383,0
9127,0,0,188386,0
7886,0,29,188387,0
9136,0,-4,188388,0
9135,0,5,188397,0
9143,0,1,188399,0
9134,0,15,188400,0
9134,0,278,281103,0
9136,0,7,188411,0
8542,0,250,282880,0
9144,0,250,284177,0
9136,0,-9,188416,0
8958,0,294,284304,0
8297,0,36,188424,0
9144,0,250,283484,0
8958,0,240,284388,0
9140,0,288,283974,0
9127,0,11,188484,0
8126,0,291,281257,0
9130,0,-8,188490,0
8126,0,301,281256,0
8958,0,306,283765,0
8542,0,305,282864,0
7889,0,5,188524,0
8126,0,249,281606,0
9130,0,-5,188536,0
8094,0,40,188538,0
9138,0,-1,188540,0
9127,0,240,282560,0
9142,0,-5,188545,0
9121,0,-1,188554,0
9134,0,4,188556,0
8542,0,217,282691,0
9143,0,-3,188567,0
9121,0,4,188586,0
9140,0,3,188594,0
9138,0,-15,188597,0
9134,0,45,188599,0
8500,0,4,188600,0
8505,0,17,188601,0
8713,0,16,188602,0
8958,0,322,284326,0
9149,0,228,283764,0
8126,0,259,281255,0
9136,0,296,283776,0
9128,0,26,188654,0
9140,0,-4,188657,0
8542,0,327,282690,0
9144,0,244,282689,0
9138,0,0,188674,0
9151,0,0,188688,0
9121,0,0,188696,0
8958,0,331,283812,0
9144,0,2,188727,0
8542,0,315,282612,0
9142,0,240,284387,0
9149,0,245,281768,0
9128,0,3,188770,0
9151,0,0,188772,0
7885,0,26,188779,0
8958,0,301,283522,0
9127,0,0,188789,0
9122,0,30,188791,0
9150,0,20,188798,0
8958,0,323,283673,0
9145,0,0,188803,0
8958,0,237,283499,0
9132,0,-42,188813,0
8958,0,317,284381,0
8958,0,324,283616,0
9146,0,-8,188823,0
9145,0,0,188824,0
9147,0,10,188825,0
7672,0,38,188829,0
9136,0,2,188831,0
8910,0,0,188836,0
8542,0,322,282632,0
8542,0,271,282688,0
9126,0,-19,188856,0
8958,0,230,283763,0
9139,0,10,188879,0
8913,0,5,188917,0
9130,0,7,188924,0
8542,0,331,282611,0
8542,0,316,282687,0
8542,0,320,282686,0
9138,0,-1,188935,0
9148,0,-1,188938,0
8311,0,20,188942,0
8492,0,17,188943,0
8958,0,302,283762,0
8915,0,7,188950,0
9137,0,-12,188955,0
9150,0,0,188959,0
8496,0,-20,188968,0
9144,0,3,188970,0
7478,0,33,188978,0
9151,0,-22,188985,0
8918,0,-12,188988,0
9136,0,9,188992,0
9130,0,-1,188996,0
9127,0,6,189003,0
9140,0,21,189004,0
9151,0,-1,189008,0
9138,0,-9,189010,0
7294,0,33,189013,0
9145,0,2,189018,0
8723,0,11,189021,0
9125,0,2,189024,0
8126,0,281,281254,0
9131,0,-11,189041,0
9135,0,5,189043,0
9142,0,238,283761,0
9137,8363,-7,189059,15
8066,0,42,189060,0
8299,0,12,189061,0
9131,0,-4,189065,0
9126,0,0,189067,0
9141,0,-3,189068,0
9131,0,4,189077,0
8095,0,14,189084,0
8958,0,338,283811,0
9129,0,-4,189099,0
7890,0,15,189109,0
8084,0,20,189110,0
9131,0,-16,189115,0
8311,0,19,189117,0
9135,0,2,189118,0
9137,0,-3,189125,0
8080,0,33,189127,0
9142,0,0,189135,0
9144,0,-17,189141,0
9130,0,6,189143,0
9147,0,-4,189148,0
9134,0,4,189153,0
9141,0,-7,189155,0
9149,0,14,189156,0
9124,0,-6,189157,0
7898,0,36,189159,0
9143,0,17,189160,0
9139,0,0,189163,0
8494,0,-25,189165,0
9144,0,-7,189167,0
9141,0,-1,189169,0
9127,0,-13,189171,0
9122,0,3,189172,0
9140,0,-4,189175,0
9148,0,-32,189177,0
9150,0,-2,189181,0
9147,0,7,189186,0
9144,0,-6,189196,0
9125,0,0,189206,0
9132,0,-4,189207,0
9134,0,-5,189208,0
9138,0,3,189209,0
8958,0,263,283916,0
9121,0,3,189217,0
8089,0,48,189218,0
9146,0,-2,189221,0
8542,0,333,282863,0
8958,0,266,284303,0
9134,0,-33,189231,0
9149,0,-7,189233,0
9121,0,-6,189234,0
9147,0,239,283672,0
9126,0,1,189237,0
9139,0,-6,189238,0
9130,0,2,189242,0
9135,0,-11,189250,0
9144,0,-3,189251,0
9133,0,-2,189255,0
9136,0,2,189263,0
8126,0,317,281210,0
8958,0,333,283671,0
7650,0,45,189271,0
9132,0,-1,189272,0
9129,0,-8,189278,0
9150,0,0,189280,0
9140,0,11,189281,0
9124,0,3,189282,0
7481,0,29,189288,0
8510,0,16,189295,0
7657,0,18,189296,0
8313,0,6,189300,0
9146,0,-13,189303,0
9124,0,-10,189307,0
7294,0,59,189308,0
7294,0,29,189311,0
8306,0,9,189324,0
9135,0,-3,189325,0
9125,0,-5,189331,0
9142,0,5,189332,0
9150,0,-4,189338,0
7294,0,39,189342,0
7294,0,49,189343,0
8542,0,279,282480,0
9144,0,-5,189352,0
8958,0,263,283915,0
9132,0,-5,189358,0
9142,0,4,189369,0
9150,0,-8,189383,0
7485,0,24,189387,0
9121,0,-7,189388,0
9123,0,-5,189390,0
9141,0,-6,189392,0
9139,0,15,189397,0
7901,0,53,189403,0
8307,0,45,189408,0
9135,0,-2,189410,0
8489,0,-12,189412,0
9137,0,-1,189423,0
9124,0,0,189430,0
9139,0,-4,189431,0
7473,0,35,189433,0
9147,0,-4,189434,0
7294,0,42,189436,0
9136,0,-5,189437,0
9144,0,6,189439,0
9141,0,4,189445,0
9125,0,5,189446,0
9139,0,2,189447,0
8297,0,46,189456,0
7461,0,26,189457,0
9128,0,8,189459,0
8482,0,-2,189461,0
9129,0,0,189462,0
9123,0,-5,189464,0
8958,0,326,283830,0
9135,0,6,189472,0
9135,0,-2,189480,0
9137,0,-4,189484,0
9134,0,-9,189485,0
9137,0,0,189490,0
8542,0,316,282762,0
9129,0,-3,189492,0
9145,0,2,189498,0
9126,0,4,189505,0
9123,0,249,283914,0
9141,0,-2,189508,0
9145,0,0,189509,0
9133,0,4,189510,0
9145,0,7,189511,0
9148,0,3,189513,0
8126,0,219,281773,0
9134,0,-5,189536,0
9148,0,-2,189541,0
8720,0,8,189544,0
9133,0,0,189546,0
9146,0,0,189553,0
9133,0,-5,189557,0
8302,0,39,189558,0
9123,0,3,189560,0
9139,0,4,189561,0
8958,0,241,283760,0
7294,0,41,189568,0
9136,0,287,283493,0
8719,0,53,189571,0
8713,0,-44,189573,0
9135,0,-6,189574,0
9141,0,-10,189575,0
9131,0,39,189576,0
7895,0,23,189581,0
9132,0,6,189586,0
9137,0,6,189594,0
9137,0,11,189595,0
9142,0,0,189596,0
8542,0,299,282479,0
8958,0,298,283457,0
9148,0,5,189607,0
9123,0,-11,189615,0
9149,0,-30,189619,0
7294,0,63,189625,0
9126,0,8,189646,0
9134,0,6,189655,0
9130,0,4,189658,0
9140,0,-29,189661,0
9123,0,12,189680,0
9150,0,15,189681,0
7678,0,28,189682,0
9133,0,5,189686,0
7294,0,51,189687,0
9121,0,12,189690,0
9151,0,-17,189691,0
9144,0,3,189695,0
9124,0,15,189707,0
7469,0,25,189709,0
9147,0,29,189710,0
9142,0,-8,189712,0
9135,0,-5,189715,0
8958,0,255,284435,0
9149,0,-6,189721,0
9126,0,-8,189723,0
8542,0,273,282422,0
9149,0,5,189725,0
9133,0,10,189727,0
9132,0,5,189728,0
9144,0,-5,189730,0
9126,0,2,189736,0
9144,0,-4,189751,0
8958,0,266,283759,0
9142,0,-1,189757,0
9140,0,10,189760,0
8958,0,195,283829,0
9146,0,-4,189776,0
9140,0,7,189779,0
9150,0,8,189780,0
9150,0,0,189792,0
9150,0,261,283828,0
9132,0,5,189802,0
9149,0,-15,189805,0
9148,0,8,189808,0
9148,0,18,189809,0
9147,0,-7,189810,0
9135,0,12,189819,0
9125,0,2,189828,0
9142,0,5,189833,0
9137,0,-10,189836,0
9136,0,-6,189849,0
8958,0,224,283775,0
9135,0,0,189857,0
9141,0,-7,189860,0
9150,0,2,189865,0
9148,0,4,189868,0
9146,0,0,189869,0
9122,0,-3,189872,0
7468,0,41,189881,0
8958,0,301,283521,0
7893,0,51,189891,0
8958,0,367,283758,0
9124,0,9,189894,0
9142,0,2,189895,0
9141,0,9,189899,0
9139,0,-4,189900,0
8726,0,16,189908,0
7294,0,24,189909,0
8728,0,-21,189910,0
7294,0,24,189920,0
9146,0,-6,189922,0
8958,0,172,284431,0
9131,0,12,189924,0
8542,0,250,282559,0
9137,0,7,189930,0
9134,0,11,189936,0
7475,0,27,189938,0
7485,0,41,189942,0
9144,0,-9,189944,0
9145,0,0,189945,0
9121,0,-1,189946,0
8542,0,375,282584,0
8302,0,16,189955,0
9141,0,6,189958,0
8500,0,-15,189961,0
9149,0,296,284386,0
9134,0,-4,189963,0
8542,0,355,282774,0
9142,0,-30,189993,0
8542,0,244,282862,0
9125,0,-7,190014,0
9146,0,17,190015,0
9137,0,1,190024,0
8958,0,315,283710,0
7900,0,16,190033,0
8508,0,35,190034,0
9131,0,-10,190058,0
9137,0,-9,190059,0
9151,0,-9,190060,0
7874,0,28,190084,0
8958,0,211,283913,0
9138,0,250,283912,0
9121,0,9,190099,0
9141,0,21,190110,0
7665,0,17,190113,0
8897,0,5,190120,0
9148,0,-1,190122,0
9143,0,-31,190139,0
9123,0,-12,190143,0
9136,0,-2,190146,0
9144,0,-2,190149,0
9139,0,11,190152,0
9128,0,1,190156,0
8317,0,33,190178,0
9129,0,-11,190179,0
9150,0,-2,190180,0
9128,0,271,284362,0
9126,0,-1,190193,0
7664,0,27,190195,0
7873,0,25,190196,0
9145,0,15,190209,0
9138,0,281,283911,0
9148,0,1,190235,0
9124,0,-50,190236,0
9149,0,-13,190239,0
8708,0,10,190240,0
9121,0,15,190243,0
9148,0,-6,190247,0
8542,0,338,282366,0
9142,0,3,190264,0
7673,0,22,190276,0
9130,0,-7,190279,0
9136,0,9,190283,0
9135,0,-26,190286,0
9141,0,-14,190311,0
7901,0,48,190324,0
9149,0,-30,190330,0
8542,0,224,282631,0
9144,0,10,190361,0
9142,0,-3,190362,0
7663,0,18,190396,0
9140,0,16,190424,0
9140,0,2,190425,0
9129,0,-3,190430,0
8958,0,241,283910,0
8090,0,10,190435,0
8095,0,14,190438,0
9142,0,6,190441,0
9144,0,-25,190454,0
9145,0,1,190456,0
9144,0,13,190457,0
8500,0,7,190459,0
8499,0,-17,190460,0
8303,0,-11,190461,0
9122,0,-19,190467,0
8958,0,259,284425,0
9144,0,19,190474,0
8958,0,340,283794,0
9145,0,7,190483,0
9145,0,-4,190485,0
9139,0,-9,190489,0
9131,0,-5,190490,0
8495,0,45,190491,0
9124,0,-17,190492,0
9129,0,-13,190494,0
9145,0,-26,190497,0
9149,0,-30,190499,0
9150,0,-2,190501,0
9128,0,17,190502,0
9132,0,-13,190504,0
8958,0,313,283909,0
9131,0,-18,190508,0
9142,0,8,190510,0
9151,0,-27,190512,0
9130,0,2,190516,0
9142,0,-20,190518,0
9139,0,6,190520,0
8958,0,194,284294,0
9150,0,9,190528,0
9136,0,0,190529,0
7890,0,59,190530,0
8075,0,39,190531,0
9149,0,-6,190535,0
8958,0,205,284293,0
9144,0,-46,190539,0
9128,0,7,190542,0
9144,0,-7,190544,0
9122,0,12,190547,0
8511,0,2,190549,0
9128,0,2,190552,0
9124,0,7,190554,0
9150,0,0,190555,0
9129,0,5,190556,0
8542,0,332,282986,0
9137,0,18,190558,0
8542,0,176,282941,0
9125,0,30,190560,0
8958,0,339,284361,0
9136,0,2,190568,0
9130,0,4,190569,0
8289,0,19,190572,0
9141,0,12,190575,0
8542,0,251,282805,0
9141,0,233,284059,0
9144,0,-3,190579,0
9122,0,-3,190581,0
9144,0,-30,190583,0
9144,0,2,190584,0
9142,0,12,190585,0
9144,0,235,284314,0
9144,0,-29,190589,0
7878,0,33,190592,0
9151,0,-8,190593,0
9149,0,8,190594,0
8068,0,15,190598,0
8085,0,41,190602,0
9140,0,-6,190607,0
9144,0,-19,190611,0
7710,0,308,280668,0
9128,0,16,190619,0
9139,0,0,190620,0
9138,0,5,190629,0
9150,0,-5,190633,0
8070,0,16,190634,0
9134,0,21,190635,0
9143,0,0,190636,0
8958,0,235,283772,0
9147,0,-7,190640,0
9139,0,7,190648,0
8926,0,268,282804,0
9135,0,6,190653,0
9145,0,-4,190658,0
9145,0,-6,190659,0
9132,0,5,190664,0
9150,0,-2,190665,0
8090,0,41,190666,0
9136,0,1,190667,0
9144,0,0,190669,0
9138,0,-123,190670,0
9146,0,0,190671,0
7885,0,21,190674,0
7657,0,11,190682,0
9151,0,0,190683,0
9123,0,-2,190685,0
7902,0,34,190697,0
9126,0,7,190698,0
8542,0,323,283000,0
9123,0,-10,190717,0
9141,0,5,190720,0
9132,0,-23,190722,0
9140,0,-9,190724,0
9140,0,6,190732,0
7294,0,44,190734,0
8925,0,6,190738,0
9141,0,-6,190745,0
9147,0,-18,190747,0
9139,0,272,282761,0
8958,0,248,284166,0
9125,0,10,190761,0
9131,0,-9,190765,0
8299,0,6,190769,0
8542,0,274,282985,0
8735,0,14,190778,0
8500,0,-12,190780,0
9149,0,7,190782,0
8542,0,319,282731,0
7892,0,21,190792,0
8722,0,3,190793,0
8958,0,377,284313,0
9121,0,-4,190807,0
7469,0,50,190812,0
9142,0,9,190813,0
9135,0,0,190815,0
9142,0,-24,190821,0
9140,0,-20,190822,0
9138,0,-1,190824,0
7873,0,50,190826,0
8958,0,322,284432,0
9134,0,-133,190852,0
8542,0,304,282671,0
7670,0,35,190868,0
8542,0,339,283012,0
9132,0,6,190871,0
8542,0,218,282670,0
9131,0,4,190883,0
9145,0,-5,190885,0
9132,0,-3,190907,0
8958,0,315,283810,0
8126,0,338,281525,0
9123,0,0,190919,0
9123,0,185,282337,0
8958,0,287,284360,0
9149,0,46,190939,0
8315,0,8,190941,0
9149,0,16,190942,0
9133,0,12,190947,0
8728,0,-2,190962,0
9128,0,2,190971,0
9142,0,-4,190972,0
7710,0,232,280715,0
8911,0,-26,190979,0
9136,0,0,190981,0
9136,0,-6,190982,0
8066,0,41,190983,0
9134,0,6,190987,0
9137,0,1,190995,0
8958,0,292,283468,0
8958,0,215,284396,0
7294,0,61,191006,0
8722,0,15,191011,0
9132,8732,6,191032,63
9140,0,16,191034,0
9135,0,1,191043,0
9147,0,2,191044,0
