offset6x,offset5y,offset10x,offset2x,defenders,offset2y,offset6y,offset7x,offset3x,offset8x,offset10y,offset3y,offset4x,offset7y,offset0x,offset8y,attackers,offset9x,midfielders,offset5x,offset0y,offset1x,offset4y,offset9y,offset1y,formationname,playerinstruction10_1,playerinstruction3_1,playerinstruction1_1,position10,playerinstruction9_2,playerinstruction9_1,playerinstruction4_2,position6,playerinstruction1_2,playerinstruction5_2,offensiverating,position8,playerinstruction7_1,playerinstruction0_2,playerinstruction8_1,playerinstruction5_1,position5,formationaudioid,playerinstruction6_1,playerinstruction6_2,playerinstruction10_2,playerinstruction3_2,teamid,position2,playerinstruction4_1,formationid,playerinstruction8_2,playerinstruction0_1,relativeformationid,position4,playerinstruction2_2,position3,formationfullnameid,playerinstruction7_2,position0,position9,position7,position1,playerinstruction2_1
1051595899.0,1052770304.0,1056947831.0,1059900621.0,1084227584.0,1041865114.0,1052770304.0,1064094925.0,1051092582.0,1033476506.0,1063675494.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1065353216.0,1056964608.0,1082130432.0,1059430859.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,4-2-3-1,294920,16,4,25,8,43008,8,11,8,8,2,16,135563264,0,136480768,320,9,14,320,8,8,8,477,4,4,205,8,0,4,7,8,6,3,8,0,18,12,3,16
1051726761.0,1052441471.0,1052938076.0,1060529766.0,1082130432.0,1041865114.0,1052441471.0,1064094925.0,1049834291.0,1033476506.0,1063256064.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1073741824.0,1058810102.0,1082130432.0,1059648963.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,4-4-2,294920,16,8,26,8,294920,8,11,8,8,2,16,136611840,0,136480768,80,9,10,576,8,8,8,479,4,4,206,8,0,17,7,8,6,12,8,0,24,12,3,16
1051595899.0,1052770304.0,1056947831.0,1059900621.0,1084227584.0,1041865114.0,1052770304.0,1064094925.0,1051092582.0,1033476506.0,1063256064.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1065353216.0,1056964608.0,1082130432.0,1059583531.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,4-2-3-1,294920,16,8,25,8,134252544,8,11,8,8,2,16,135825408,0,136480768,320,9,14,320,8,8,8,480,4,8,207,8,0,4,7,8,6,3,8,0,18,12,3,16
1063675494.0,1051797225.0,1056947831.0,1059716071.0,1083179008.0,1042656998.0,1057954464.0,1059481190.0,1052072372.0,1051931443.0,1063256064.0,1042771083.0,1033476506.0,1057174323.0,1056964608.0,1057174323.0,1065353216.0,1036831949.0,1083179008.0,1056964608.0,1016028201.0,1064094925.0,1045220557.0,1057954464.0,1045220557.0,4-1-4-1,294920,16,4,25,8,136480768,8,12,8,8,2,15,134220032,0,134220032,288,10,15,136611840,8,8,8,481,4,4,208,8,0,2,7,8,6,-1,8,0,16,13,3,16
1059648963.0,1059481190.0,1052938076.0,1059900621.0,1082130432.0,1041865114.0,1056125747.0,1051595899.0,1051092582.0,1035825316.0,1063256064.0,1041865114.0,1033476506.0,1056125747.0,1056964608.0,1059481190.0,1073741824.0,1058810102.0,1082130432.0,1063969096.0,1016028201.0,1064094925.0,1045220557.0,1063219154.0,1045220557.0,4-4-2,294920,16,4,26,8,294920,8,13,8,8,2,16,10496,0,136480768,136479744,12,10,134220032,8,8,8,483,4,4,209,8,0,16,7,8,6,11,8,0,24,15,3,16
1052266988.0,1051512013.0,1053273620.0,1059900621.0,1082130432.0,1041865114.0,1052226722.0,1064094925.0,1051297264.0,1033476506.0,1063256064.0,1041576545.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1073741824.0,1058642330.0,1082130432.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045361485.0,4-4-2,67403776,16,8,26,8,17858560,8,11,8,8,2,16,135825408,0,136480768,80,9,10,320,8,8,8,485,4,8,210,8,0,17,7,8,6,12,8,0,24,12,3,16
1051931443.0,1051512013.0,1056947831.0,1059900621.0,1084227584.0,1041865114.0,1051512013.0,1064094925.0,1051092582.0,1033476506.0,1063256064.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1065353216.0,1056964608.0,1082130432.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,4-2-3-1,294920,16,4,25,8,134252544,8,11,8,8,2,16,136611840,0,136611840,320,9,14,80,8,8,8,487,4,8,211,8,0,4,7,8,6,3,8,0,18,12,3,16
1051931443.0,1051512013.0,1053273620.0,1059900621.0,1082130432.0,1041865114.0,1051512013.0,1064094925.0,1051092582.0,1033476506.0,1063256064.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1073741824.0,1058642330.0,1082130432.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,4-4-2,67403776,2,8,26,8,268730368,8,11,8,8,2,16,136611840,0,136595456,320,9,10,320,8,8,8,492,4,8,212,8,0,17,7,8,6,12,8,0,24,12,3,16
1059481190.0,1051512013.0,1033476506.0,1059900621.0,1082130432.0,1041865114.0,1057174323.0,1051931443.0,1051092582.0,1064094925.0,1062417203.0,1041865114.0,1033476506.0,1057174323.0,1056964608.0,1062417203.0,1077936128.0,1056947831.0,1077936128.0,1056964608.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,4-3-3,2394112,16,4,27,8,294920,8,13,8,8,3,23,134220288,0,2263040,320,10,6,134220032,8,8,8,503,4,8,213,8,0,9,7,8,6,7,8,0,25,15,3,16
1051931443.0,1057174323.0,1032255124.0,1056964608.0,1077936128.0,1041865114.0,1057174323.0,1033476506.0,1051092582.0,1064297929.0,1063256064.0,1041865114.0,1064094925.0,1058432614.0,1056964608.0,1063256064.0,1077936128.0,1056947831.0,1082130432.0,1059481190.0,1016028201.0,1059900621.0,1058432614.0,1062836634.0,1041865114.0,3-4-3,2263040,16,16,27,8,268730368,8,15,8,8,4,23,136857600,0,2394112,134220032,13,0,134220032,8,8,8,506,5,136857600,214,8,0,25,12,8,6,2,8,0,25,16,4,16
1059648963.0,1049414861.0,1053273620.0,1059900621.0,1084227584.0,1041865114.0,1057803469.0,1056964608.0,1056964608.0,1051595899.0,1063256064.0,1041865114.0,1051092582.0,1057174323.0,1056964608.0,1057709516.0,1073741824.0,1058642330.0,1077936128.0,1033476506.0,1016028201.0,1064094925.0,1041865114.0,1063256064.0,1049414861.0,5-3-2,294920,16,8,26,8,294920,8,13,8,8,1,15,134220032,0,134220032,8,8,4,134220288,8,8,8,507,4,16,215,8,0,31,6,8,5,-1,8,0,24,14,2,16
1051931443.0,1051512013.0,1053273620.0,1059900621.0,1084227584.0,1041865114.0,1051512013.0,1061997773.0,1051092582.0,1045220557.0,1063256064.0,1041865114.0,1033476506.0,1059690906.0,1056964608.0,1059690906.0,1073741824.0,1058642330.0,1077936128.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,4-2-2-2,294920,16,8,26,8,294920,8,11,8,8,2,19,134252544,0,134252544,80,9,10,320,8,8,8,517,4,4,216,8,0,13,7,8,6,-1,8,0,24,17,3,16
1059648963.0,1051512013.0,1036831949.0,1059900621.0,1082130432.0,1041865114.0,1057803469.0,1051595899.0,1051092582.0,1063675494.0,1061578342.0,1041865114.0,1036831949.0,1057803469.0,1056964608.0,1061578342.0,1077936128.0,1056947831.0,1077936128.0,1056964608.0,1016028201.0,1063675494.0,1046898278.0,1063256064.0,1046898278.0,4-3-3,2394112,16,8,27,8,294920,8,13,8,8,3,23,134220032,0,2263040,80,10,6,10496,8,8,8,518,4,8,217,8,0,9,7,8,6,7,8,0,25,15,3,16
1059313418.0,1058360472.0,1056947831.0,1059697616.0,1082130432.0,1041865114.0,1056125747.0,1052266988.0,1051092582.0,1034295234.0,1063256064.0,1041865114.0,1033476506.0,1057352162.0,1056964608.0,1058504756.0,1069547520.0,1056253254.0,1083179008.0,1064094925.0,1016028201.0,1064094925.0,1045220557.0,1060739482.0,1045220557.0,4-4-1-1,67403776,2,8,25,8,285245440,8,13,8,8,2,16,134220032,0,136644608,136873984,12,13,134220032,8,8,8,531,4,16,218,8,0,19,7,8,6,8,8,0,21,15,3,16
1051931443.0,1051512013.0,1053273620.0,1059900621.0,1082130432.0,1041865114.0,1051512013.0,1064094925.0,1051092582.0,1033476506.0,1063256064.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1073741824.0,1058642330.0,1082130432.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,4-4-2,9699328,1,16,26,8,8650760,8,11,8,8,2,16,136611840,0,136611840,320,9,10,320,8,8,8,543,4,4,219,8,0,17,7,8,6,12,8,0,24,12,3,16
1051931443.0,1051512013.0,1056947831.0,1059900621.0,1084227584.0,1041865114.0,1051512013.0,1064094925.0,1051092582.0,1033476506.0,1063256064.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1065353216.0,1056964608.0,1082130432.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,4-2-3-1,67403776,16,16,25,8,134252544,8,11,4,8,2,16,136611840,0,135432192,320,9,14,320,8,8,8,550,4,8,220,8,0,4,7,8,6,3,8,0,18,12,3,16
1059648963.0,1049414861.0,1052938076.0,1060529766.0,1084227584.0,1043542835.0,1057696095.0,1056964608.0,1057117281.0,1051595899.0,1062836634.0,1043542835.0,1049834291.0,1057174323.0,1056964608.0,1057731327.0,1073741824.0,1058810102.0,1077936128.0,1033476506.0,1016028201.0,1064094925.0,1043542835.0,1062836634.0,1049414861.0,5-3-2,8650760,16,8,26,8,8650760,8,13,8,8,1,15,134220032,0,134220032,8,8,4,134220032,8,8,8,561,4,16,221,8,0,31,6,8,5,-1,8,0,24,14,2,16
1064094925.0,1051512013.0,1056947831.0,1059900621.0,1083179008.0,1041865114.0,1058432614.0,1059481190.0,1051092582.0,1051931443.0,1063256064.0,1041865114.0,1033476506.0,1057174323.0,1056964608.0,1057174323.0,1065353216.0,1033476506.0,1083179008.0,1056964608.0,1016028201.0,1064094925.0,1045220557.0,1058432614.0,1045220557.0,4-1-4-1,294920,16,4,25,8,136644608,8,12,8,8,2,15,134220032,0,134220032,320,10,15,136611840,8,8,8,563,4,16,222,8,0,2,7,8,6,-1,8,0,16,13,3,16
1051931443.0,1051512013.0,1056947831.0,1059900621.0,1084227584.0,1041865114.0,1051512013.0,1061997773.0,1051092582.0,1056964608.0,1063256064.0,1041865114.0,1033476506.0,1059690906.0,1056964608.0,1059690906.0,1065353216.0,1045220557.0,1082130432.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,4-2-3-1,67403776,16,4,25,8,134252544,8,11,8,8,2,18,134252544,0,134252544,320,9,14,320,8,8,8,567,4,4,223,8,0,3,7,8,6,16,8,0,19,17,3,16
1051931443.0,1051512013.0,1056947831.0,1059900621.0,1084227584.0,1041865114.0,1051512013.0,1063688916.0,1051092582.0,1036831949.0,1063256064.0,1041865114.0,1033476506.0,1059481190.0,1056964608.0,1059481190.0,1065353216.0,1056964608.0,1082130432.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,4-2-3-1,8650760,16,4,25,8,134252544,8,11,8,8,2,16,136611840,0,135563264,320,9,14,80,8,8,8,568,4,8,224,8,0,4,7,8,6,3,8,0,18,12,3,16
1064094925.0,1051512013.0,1056947831.0,1056964608.0,1082130432.0,1041865114.0,1058432614.0,1056964608.0,1051092582.0,1033476506.0,1063256064.0,1041865114.0,1059481190.0,1057174323.0,1056964608.0,1058432614.0,1073741824.0,1056964608.0,1082130432.0,1051931443.0,1016028201.0,1059900621.0,1051512013.0,1061158912.0,1041865114.0,3-5-1-1,294920,16,16,25,8,294920,8,12,4,8,3,16,134220032,0,136611840,320,11,1,136611840,8,8,4,570,5,320,225,8,0,28,9,8,6,23,8,0,21,14,4,16
1051726761.0,1052726683.0,1056947831.0,1059900621.0,1084227584.0,1041865114.0,1052770304.0,1064094925.0,1051092582.0,1033476506.0,1063613419.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1065353216.0,1056964608.0,1082130432.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,4-2-3-1,67403776,16,4,25,8,43008,8,11,8,8,2,16,136873984,0,136480768,320,9,14,320,8,8,8,573,4,4,226,8,0,4,7,8,6,3,8,0,18,12,3,16
1064094925.0,1051512013.0,1056947831.0,1059900621.0,1083179008.0,1041865114.0,1058432614.0,1059481190.0,1051092582.0,1051931443.0,1063256064.0,1041865114.0,1033476506.0,1057174323.0,1056964608.0,1057174323.0,1065353216.0,1033476506.0,1083179008.0,1056964608.0,1016028201.0,1064094925.0,1045220557.0,1058432614.0,1045220557.0,4-1-4-1,75759616,16,8,25,8,136611840,8,12,8,8,2,15,134222080,0,10752,320,10,15,135825408,8,8,8,576,4,4,227,8,0,2,7,8,6,-1,8,0,16,13,3,16
1051931443.0,1051512013.0,1056947831.0,1059900621.0,1084227584.0,1041865114.0,1051512013.0,1061997773.0,1051092582.0,1056964608.0,1063256064.0,1041865114.0,1033476506.0,1059690906.0,1056964608.0,1059690906.0,1065353216.0,1045220557.0,1082130432.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,4-2-3-1,67403776,16,8,25,8,134252544,8,11,8,8,2,18,134252544,0,43008,320,9,14,320,8,8,8,598,4,8,228,8,0,3,7,8,6,16,8,0,19,17,3,16
1059481190.0,1051512013.0,1053273620.0,1059900621.0,1082130432.0,1041865114.0,1057174323.0,1051931443.0,1051092582.0,1057887355.0,1063256064.0,1041865114.0,1033476506.0,1057174323.0,1056964608.0,1060142213.0,1075838976.0,1058642330.0,1080033280.0,1056964608.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,4-1-2-1-2,268730368,16,4,26,8,33587208,8,13,8,8,2,18,134220032,0,43008,320,10,11,134220032,8,8,8,605,4,4,229,8,0,15,7,8,6,9,8,0,24,15,3,16
1051931443.0,1051512013.0,1056947831.0,1059900621.0,1084227584.0,1041865114.0,1051512013.0,1064094925.0,1051092582.0,1033476506.0,1063256064.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1065353216.0,1056964608.0,1082130432.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,4-2-3-1,1343488,16,8,25,8,134252544,8,11,8,8,2,16,136480768,0,136611840,80,9,14,320,8,8,8,607,4,4,230,8,0,4,7,8,6,3,8,0,18,12,3,16
1051931443.0,1051512013.0,1056947831.0,1059900621.0,1084227584.0,1041865114.0,1051512013.0,1064094925.0,1051092582.0,1033476506.0,1063256064.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1065353216.0,1056964608.0,1082130432.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,4-2-3-1,294920,16,8,25,8,134252544,8,11,8,8,2,16,136611840,0,136611840,320,9,14,320,8,8,4,614,4,8,231,8,0,4,7,8,6,3,8,0,18,12,3,16
1059481190.0,1058432614.0,1056947831.0,1059900621.0,1082130432.0,1041865114.0,1057174323.0,1051931443.0,1051092582.0,1033476506.0,1063256064.0,1041865114.0,1033476506.0,1057174323.0,1056964608.0,1058432614.0,1069547520.0,1056964608.0,1083179008.0,1064094925.0,1016028201.0,1064094925.0,1045220557.0,1061158912.0,1045220557.0,4-4-1-1,294920,16,8,25,8,294920,8,13,8,8,2,16,134220032,0,136611840,136611840,12,13,134220032,8,8,8,631,4,8,232,8,0,19,7,8,6,8,8,0,21,15,3,16
1059481190.0,1051512013.0,1036831949.0,1059900621.0,1082130432.0,1041865114.0,1057803469.0,1051595899.0,1051397928.0,1064094925.0,1062309829.0,1042006042.0,1033476506.0,1057066949.0,1056964608.0,1062417203.0,1077936128.0,1056629064.0,1077936128.0,1056964608.0,1016028201.0,1064094925.0,1045220557.0,1063675494.0,1045220557.0,4-3-3,1344512,16,4,27,8,17858560,8,13,8,8,3,23,134220032,0,1606656,320,10,6,134220288,8,8,8,650,4,4,233,8,0,9,7,8,6,7,8,0,25,15,3,16
1063675494.0,1051367729.0,1056947831.0,1059900621.0,1083179008.0,1041865114.0,1059481190.0,1059481190.0,1051092582.0,1051931443.0,1063256064.0,1041865114.0,1033476506.0,1057174323.0,1056964608.0,1057174323.0,1065353216.0,1036831949.0,1083179008.0,1056964608.0,1016028201.0,1064094925.0,1045220557.0,1059481190.0,1045220557.0,4-1-4-1,294920,16,4,25,8,136611840,8,12,8,8,2,15,134220032,0,134220032,320,10,15,136611840,8,8,8,665,4,4,234,8,0,2,7,8,6,-1,8,0,16,13,3,16
1051595899.0,1052770304.0,1036831949.0,1059544944.0,1082130432.0,1041576545.0,1052770304.0,1057066949.0,1051703273.0,1063675494.0,1061578342.0,1041435617.0,1036831949.0,1057803469.0,1056964608.0,1061578342.0,1077936128.0,1056947831.0,1077936128.0,1059648963.0,1016028201.0,1063675494.0,1046898278.0,1063256064.0,1046898278.0,4-3-3,2394112,16,8,27,8,33587208,8,11,8,8,3,23,10496,0,2426880,80,9,6,320,8,8,8,666,4,8,235,8,0,10,7,8,6,5,8,0,25,14,3,16
1051931443.0,1051512013.0,1052938076.0,1059868744.0,1082130432.0,1042576468.0,1051512013.0,1064094925.0,1052072372.0,1033476506.0,1063256064.0,1042435539.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1073741824.0,1058810102.0,1082130432.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1063301362.0,1045220557.0,4-4-2,67403776,16,8,26,8,16809992,8,11,8,8,2,16,135563264,0,135563264,320,9,10,320,8,8,8,670,4,8,236,8,0,17,7,8,6,12,8,0,24,12,3,16
1059481190.0,1059481190.0,1056947831.0,1059900621.0,1082130432.0,1041865114.0,1057174323.0,1052266988.0,1051092582.0,1036831949.0,1063256064.0,1041865114.0,1033476506.0,1057246465.0,1056964608.0,1059481190.0,1069547520.0,1056964608.0,1083179008.0,1063675494.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,4-4-1-1,17858560,16,4,25,8,43008,8,13,8,8,2,16,134220032,0,135562240,138707968,12,14,134219792,4,8,8,673,4,4,237,8,0,18,7,8,6,18,4,0,18,15,3,16
1051931443.0,1057174323.0,1056947831.0,1056964608.0,1077936128.0,1041865114.0,1057174323.0,1033476506.0,1049834291.0,1060529766.0,1063256064.0,1042536202.0,1064346583.0,1057384038.0,1056964608.0,1061158912.0,1073741824.0,1049834291.0,1084227584.0,1059481190.0,1016028201.0,1060529766.0,1057384038.0,1061158912.0,1042428828.0,3-4-2-1,33587208,16,16,25,8,17858560,8,15,8,8,3,20,136611840,0,285245440,134219792,13,0,134219792,8,8,8,674,5,136873984,238,8,0,24,12,8,6,21,8,0,22,16,4,16
1059648963.0,1050253722.0,1052938076.0,1059900621.0,1082130432.0,1041865114.0,1056243188.0,1051595899.0,1051092582.0,1056964608.0,1063291296.0,1041865114.0,1033476506.0,1056384116.0,1056964608.0,1059690906.0,1075838976.0,1058810102.0,1080033280.0,1056964608.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,4-1-2-1-2,67403776,16,8,26,8,1343488,8,13,8,8,2,18,134220032,0,43008,80,10,11,134220032,8,8,8,680,4,8,239,8,0,15,7,8,6,9,8,0,24,15,3,16
1059648963.0,1059481190.0,1056947831.0,1059900621.0,1082130432.0,1041865114.0,1056125747.0,1051595899.0,1051092582.0,1034818683.0,1063256064.0,1041865114.0,1033476506.0,1056125747.0,1056964608.0,1059481190.0,1069547520.0,1056964608.0,1083179008.0,1063675494.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,4-4-1-1,34635776,16,4,25,8,43008,8,13,8,8,2,16,134220032,0,135432192,135563264,12,14,134220032,8,8,8,682,4,8,240,8,0,18,7,8,6,18,8,0,18,15,3,16
1063675494.0,1051092582.0,1056947831.0,1060529766.0,1084227584.0,1041972488.0,1059481190.0,1059313418.0,1056964608.0,1051931443.0,1063256064.0,1043542835.0,1049834291.0,1056125747.0,1056964608.0,1056125747.0,1065353216.0,1036831949.0,1082130432.0,1034697887.0,1016028201.0,1064094925.0,1041972488.0,1058910765.0,1051092582.0,5-4-1,33587208,16,8,25,8,136464384,8,12,8,8,0,15,134220032,0,134220032,8,8,5,135432192,8,8,8,687,4,1,241,8,0,33,6,8,5,14,8,0,16,13,2,16
1051931443.0,1052770304.0,1056947831.0,1059900621.0,1084227584.0,1041865114.0,1051512013.0,1064514355.0,1051092582.0,1028443341.0,1063256064.0,1041865114.0,1033476506.0,1058196056.0,1056964608.0,1059481190.0,1065353216.0,1056964608.0,1082130432.0,1059313418.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,4-2-3-1,294920,16,8,25,8,134252544,8,11,8,8,2,16,135563264,0,136480768,576,9,14,80,8,8,8,688,4,8,242,8,0,4,7,8,6,3,8,0,18,12,3,16
1056964608.0,1049414861.0,1056947831.0,1059798280.0,1084227584.0,1043542835.0,1051512013.0,1063675494.0,1057014940.0,1036429296.0,1063256064.0,1040187392.0,1051498591.0,1057910843.0,1056964608.0,1059481190.0,1065353216.0,1056964608.0,1082130432.0,1033476506.0,1016028201.0,1064094925.0,1043542835.0,1059690906.0,1049414861.0,5-4-1,294920,16,8,25,8,43008,8,10,8,8,0,16,138577920,0,135432192,8,8,5,320,8,8,8,689,4,16,243,8,0,32,6,8,5,13,8,0,18,12,2,16
1059481190.0,1051512013.0,1053273620.0,1059900621.0,1082130432.0,1041865114.0,1057174323.0,1051931443.0,1051092582.0,1056964608.0,1063256064.0,1041865114.0,1034295234.0,1057174323.0,1056964608.0,1059868744.0,1075838976.0,1058642330.0,1080033280.0,1056964608.0,1016028201.0,1064094925.0,1046898278.0,1063256064.0,1045220557.0,4-1-2-1-2,294920,16,8,26,8,268730368,8,13,8,8,2,18,134220032,0,134252544,320,10,11,134220032,8,8,8,691,4,4,244,8,0,15,7,8,6,9,8,0,24,15,3,16
1051626098.0,1057174323.0,1033476506.0,1059900621.0,1082130432.0,1041865114.0,1056125747.0,1056964608.0,1051092582.0,1064094925.0,1062417203.0,1041865114.0,1033476506.0,1059690906.0,1056964608.0,1062417203.0,1077936128.0,1056947831.0,1077936128.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,4-3-3,1214464,16,8,27,8,294920,8,15,8,8,3,23,134252544,0,4491264,134220032,13,6,134219792,8,8,8,693,4,8,245,8,0,11,7,8,6,4,8,0,25,18,3,16
1059481190.0,1058432614.0,1053273620.0,1059900621.0,1082130432.0,1041865114.0,1057174323.0,1051931443.0,1051092582.0,1035919268.0,1063256064.0,1041865114.0,1033476506.0,1057174323.0,1056964608.0,1058588643.0,1073741824.0,1058642330.0,1082130432.0,1064094925.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,4-4-2,294920,16,4,26,8,294920,8,13,8,8,2,16,134220032,0,135432192,136611840,12,10,134220032,8,8,8,694,4,4,246,8,0,16,7,8,6,11,8,0,24,15,3,16
1051931443.0,1052770304.0,1056947831.0,1059900621.0,1084227584.0,1041865114.0,1051512013.0,1064094925.0,1051092582.0,1033476506.0,1063256064.0,1041865114.0,1033476506.0,1058432614.0,1056964608.0,1058432614.0,1065353216.0,1056964608.0,1082130432.0,1059481190.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,4-2-3-1,294920,16,4,25,8,134252544,8,11,8,8,2,16,136611840,0,136611840,320,9,14,320,8,8,8,695,4,4,247,8,0,4,7,8,6,3,8,0,18,12,3,16
1056964608.0,1057402493.0,1033476506.0,1059900621.0,1082130432.0,1041865114.0,1057410882.0,1051901244.0,1051092582.0,1064094925.0,1062417203.0,1041865114.0,1033476506.0,1057402493.0,1056964608.0,1062417203.0,1077936128.0,1056947831.0,1077936128.0,1059445958.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,4-3-3,2394112,16,4,27,8,33587208,8,14,8,8,3,23,134220032,0,2263040,134220032,13,6,10496,8,8,8,696,4,8,248,8,0,8,7,8,6,17,8,0,25,15,3,16
1059430859.0,1058432614.0,1056947831.0,1059900621.0,1082130432.0,1041865114.0,1056125747.0,1052236789.0,1051092582.0,1033476506.0,1063256064.0,1041865114.0,1033476506.0,1056125747.0,1056964608.0,1058432614.0,1069547520.0,1056964608.0,1083179008.0,1064094925.0,1016028201.0,1064094925.0,1045220557.0,1060766325.0,1045220557.0,4-4-1-1,294920,16,4,25,8,294920,8,13,8,8,2,16,134220032,0,135563264,136480768,12,13,134220032,8,8,8,697,4,4,249,8,0,19,7,8,6,8,8,0,21,15,3,16
1059481190.0,1051512013.0,1033476506.0,1059900621.0,1082130432.0,1041865114.0,1057174323.0,1051595899.0,1051092582.0,1064094925.0,1062417203.0,1041865114.0,1033476506.0,1057209555.0,1056964608.0,1062417203.0,1077936128.0,1056947831.0,1077936128.0,1056964608.0,1016028201.0,1064094925.0,1045220557.0,1063256064.0,1045220557.0,4-3-3,2263040,16,8,27,8,294920,8,13,8,8,3,23,10496,0,2394112,80,10,6,134220032,8,8,8,698,4,8,250,8,0,9,7,8,6,7,8,0,25,15,3,16
1059481190.0,1059467769.0,1053273620.0,1059900621.0,1082130432.0,1041865114.0,1057174323.0,1051931443.0,1051092582.0,1034147594.0,1063256064.0,1041865114.0,1033476506.0,1057174323.0,1056964608.0,1058935931.0,1073741824.0,1058642330.0,1082130432.0,1064136868.0,1016028201.0,1064094925.0,1046448649.0,1063256064.0,1045220557.0,4-4-2,33587208,16,8,26,8,16809992,8,13,8,8,2,16,134220288,0,136480768,135563264,12,10,134219792,8,8,8,700,4,4,251,8,0,16,7,8,6,11,8,0,24,15,3,16
1059481190.0,1058432614.0,1053273620.0,1059900621.0,1082130432.0,1041865114.0,1057174323.0,1051931443.0,1052350874.0,1033476506.0,1063256064.0,1042314743.0,1036831949.0,1057174323.0,1056964608.0,1058432614.0,1073741824.0,1058642330.0,1082130432.0,1064094925.0,1016028201.0,1063843267.0,1045556101.0,1063256064.0,1044885012.0,4-4-2,294920,16,8,26,8,34635776,8,13,8,8,2,16,134220032,0,136611840,136873984,12,10,134220032,8,8,8,702,4,8,252,8,0,16,7,8,6,11,8,0,24,15,3,16
1059313418.0,1058897343.0,1056947831.0,1059900621.0,1082130432.0,1041865114.0,1056125747.0,1051595899.0,1051092582.0,1036831949.0,1063256064.0,1041865114.0,1035489772.0,1057281697.0,1056964608.0,1058717827.0,1069547520.0,1055729805.0,1083179008.0,1064514355.0,1016028201.0,1063675494.0,1044328009.0,1059976118.0,1044898434.0,4-4-1-1,1343488,16,16,25,8,134251520,8,13,8,8,2,16,134219264,0,136611840,136873984,12,14,134221840,8,8,8,705,4,8,253,8,0,18,7,8,6,18,8,0,18,15,3,16
1059481190.0,1057741393.0,1056947831.0,1059900621.0,1082130432.0,1041865114.0,1057174323.0,1051931443.0,1051092582.0,1036831949.0,1063256064.0,1041865114.0,1033476506.0,1057174323.0,1056964608.0,1058147402.0,1069547520.0,1056964608.0,1083179008.0,1063675494.0,1016028201.0,1064094925.0,1045220557.0,1059690906.0,1045220557.0,4-4-1-1,33587208,16,8,25,8,134251520,8,13,8,8,2,16,134220032,0,136610816,136644608,12,14,134220032,8,8,8,708,4,16,254,8,0,18,7,8,6,18,8,0,18,15,3,16
